numTriplets	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequencyDifference	Type	AverageOverlapPMN	MutationFrequencyDifferenceRatio	typeTriplets	Coverage	SetScore	PermutationProbability	Concordance	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	GeneSet	Probability	Gene0	Gene1	RoundedLogPCov
9	6	5	3	1	Cooccurring	246.66666666666666	0.125	set(['CooccurringCooccurringCooccurring'])	8	22.864153854100756	0.0	False	0.375	[5, 6]	2	60.97107694426868	('HOOK2', 'PLXND1')	3.2216155375246676e-06	HOOK2	PLXND1	6.4
9	6	5	3	1	Cooccurring	232.66666666666666	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	25.395514354360163	0.0	False	0.375	[5, 6]	2	67.7213716116271	('KIF1B', 'ZFHX3')	3.2216155375246676e-06	KIF1B	ZFHX3	6.4
9	5	12	3	7	Cooccurring	243.33333333333334	0.5	set(['CooccurringCooccurringCooccurring'])	14	23.497179148530172	0.0	False	0.21428571428571427	[12, 5]	2	109.65350269314081	('DNAH11', 'WHSC1L1')	3.4992268470275897e-05	DNAH11	WHSC1L1	5.6
9	10	53	0	43	MutuallyExclusive		0.6825396825396826	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	63		0.0	False	0.0	[53, 10]	2		('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'PIK3CG')	0.46266889743593154	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	PIK3CG	2.1
9	6	6	3	0	Cooccurring	244.33333333333334	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	22.72903935934788	0.0	False	0.3333333333333333	[6, 6]	2	68.18711807804364	('TERT', 'PTPRS')	6.422946714174054e-06	TERT	PTPRS	6.1
9	12	5	3	7	Cooccurring	196.0	0.5	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	14	21.58200941435493	0.04	False	0.21428571428571427	[5, 12]	2	100.71604393365634	('GABRG2', 'MYO15A')	3.4992268470275999e-05	GABRG2	MYO15A	5.6
9	6	20	3	14	Cooccurring	236.66666666666666	0.6086956521739131	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	23	23.979883912187436	0.04	False	0.13043478260869565	[20, 6]	2	183.84577666010367	('LRP2', 'C12orf35')	0.00035019191476827705	LRP2	C12orf35	4.8
9	5	10	3	5	Cooccurring	241.0	0.4166666666666667	set(['CooccurringCooccurringCooccurring'])	12	20.701385760203614	0.01	False	0.25	[10, 5]	2	82.80554304081446	('CACNA1S', 'ABCG4')	1.9167509954902627e-05	CACNA1S	ABCG4	5.8
9	5	6	2	1	Cooccurring	297.0	0.1111111111111111	set(['CooccurringCooccurringCooccurring'])	9	24.815075614530908	0.03	False	0.2222222222222222	[6, 5]	2	111.66784026538909	('MAST2', 'KIF1B')	0.00057465923056908665	MAST2	KIF1B	4.2
9	6	5	3	1	Cooccurring	225.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	21.683379850775584	0.0	False	0.375	[5, 6]	2	57.82234626873489	('RRP1B', 'CARD11')	3.2216155375246676e-06	RRP1B	CARD11	6.4
9	5	6	3	1	Cooccurring	215.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	22.573276361230725	0.01	False	0.375	[6, 5]	2	60.1954036299486	('IGHMBP2', 'EPX')	3.2216155375246676e-06	IGHMBP2	EPX	6.4
9	5	11	3	6	Cooccurring	246.33333333333334	0.46153846153846156	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	24.001913083256046	0.02	False	0.23076923076923078	[11, 5]	2	104.00829002744285	('MDN1', 'SP1')	2.629973242343817e-05	MDN1	SP1	5.7
9	8	7	3	1	Cooccurring	231.66666666666666	0.08333333333333333	set(['CooccurringCooccurringCooccurring'])	12	21.50199121232778	0.02	False	0.25	[7, 8]	2	86.00796484931112	('PCDHA1', 'ODZ1')	3.1110147049657721e-05	PCDHA1	ODZ1	5.6
9	5	11	3	6	Cooccurring	225.66666666666666	0.46153846153846156	set(['CooccurringCooccurringCooccurring'])	13	23.959130078694116	0.02	False	0.23076923076923078	[11, 5]	2	103.8228970076745	('FAT2', 'KIDINS220')	2.629973242343817e-05	FAT2	KIDINS220	5.7
9	16	5	3	11	Cooccurring	210.33333333333334	0.6111111111111112	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	18	24.026100362011537	0.01	False	0.16666666666666666	[5, 16]	2	144.15660217206923	('BRPF3', 'COL6A3')	8.8319480270656096e-05	BRPF3	COL6A3	5.3
9	14	5	3	9	Cooccurring	224.66666666666666	0.5625	set(['CooccurringCooccurringCooccurring'])	16	23.189725432108798	0.01	False	0.1875	[5, 14]	2	123.67853563791358	('BCL9', 'RELN')	5.7651703846065599e-05	BCL9	RELN	5.4
9	8	6	3	2	Cooccurring	244.33333333333334	0.18181818181818182	set(['CooccurringCooccurringCooccurring'])	11	23.2459351449778	0.0	False	0.2727272727272727	[6, 8]	2	85.23509553158527	('SBF1', 'CHD5')	1.7871040338087056e-05	SBF1	CHD5	5.8
9	6	7	3	1	Cooccurring	243.66666666666666	0.1	set(['CooccurringCooccurringCooccurring'])	10	22.593033063500204	0.01	False	0.3	[7, 6]	2	75.31011021166735	('SCN5A', 'TERT')	1.1204738724164403e-05	SCN5A	TERT	6.0
9	5	5	2	0	Cooccurring	328.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	25.60821184323616	0.04	False	0.25	[5, 5]	2	102.43284737294464	('SPTBN4', 'N4BP3')	0.00038418002555840514	SPTBN4	N4BP3	4.3
9	5	5	2	0	Cooccurring	303.0	0.0	set(['CooccurringCooccurringCooccurring'])	8	25.13112604694165	0.04	False	0.25	[5, 5]	2	100.5245041877666	('DNMBP', 'MSH6')	0.00038418002555840514	DNMBP	MSH6	4.3
9	127	12	3	115	MutuallyExclusive		0.8455882352941176	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	136		0.04	False	0.022058823529411766	[12, 127]	2		('MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)', 'EGFR(A)')	0.85441618783104611	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	EGFR(A)	2.2
9	9	5	3	4	Cooccurring	245.0	0.36363636363636365	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	11	21.458313916603302	0.0	False	0.2727272727272727	[5, 9]	2	78.68048436087878	('ITIH5', 'PKD1L2')	1.3445591165402459e-05	ITIH5	PKD1L2	5.9
9	5	5	2	0	Cooccurring	303.0	0.0	set(['CooccurringCooccurringCooccurring'])	8	22.514529058751727	0.02	False	0.25	[5, 5]	2	90.0581162350069	('RHBDF2', 'MAP3K15')	0.00038418002555840514	RHBDF2	MAP3K15	4.3
9	7	5	2	2	Cooccurring	283.5	0.2	set(['CooccurringCooccurringCooccurring'])	10	21.99791079567258	0.03	False	0.2	[5, 7]	2	109.9895539783629	('CIITA', 'SIPA1L3')	0.00080227253024415504	CIITA	SIPA1L3	4.1
9	41	5	0	36	MutuallyExclusive		0.782608695652174	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	46		0.03	False	0.0	[5, 41]	2		('ZAN', 'MDM4(A)')	0.74496723730333625	ZAN	MDM4(A)	1.8
9	52	13	0	39	MutuallyExclusive		0.6	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	65		0.0	False	0.0	[13, 52]	2		('ARID2(D)', 'EGFR')	0.37363054377736749	ARID2(D)	EGFR	2.2
9	10	8	3	2	Cooccurring	224.66666666666666	0.13333333333333333	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	15	23.71324738270014	0.04	False	0.2	[8, 10]	2	118.56623691350069	('FRYL', 'EP400')	0.00010498984324102217	FRYL	EP400	5.2
9	7	6	3	1	Cooccurring	242.0	0.1	set(['CooccurringCooccurringCooccurring'])	10	22.78059878026181	0.0	False	0.3	[6, 7]	2	75.93532926753936	('PLXND1', 'FBN2')	1.1204738724164403e-05	PLXND1	FBN2	6.0
9	15	22	0	7	MutuallyExclusive		0.1891891891891892	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	37		0.02	False	0.0	[22, 15]	2		('TP53(D)', 'RPL5,FAM69A,SNORA66(D)')	0.62449459787581285	TP53(D)	RPL5,FAM69A,SNORA66(D)	1.8
9	5	5	2	0	Cooccurring	290.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	22.448194366179564	0.04	False	0.25	[5, 5]	2	89.79277746471826	('HOMER1', 'CACNA1E')	0.00038418002555840514	HOMER1	CACNA1E	4.3
9	7	5	3	2	Cooccurring	253.33333333333334	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	23.325239648919144	0.01	False	0.3333333333333333	[5, 7]	2	69.97571894675744	('PLCB3', 'WBSCR17')	5.6259813791746611e-06	PLCB3	WBSCR17	6.2
9	127	5	1	122	MutuallyExclusive		0.9312977099236641	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	131		0.03	False	0.007633587786259542	[5, 127]	2		('IGF2BP1', 'EGFR(A)')	0.7847139923876687	IGF2BP1	EGFR(A)	2.2
9	7	5	3	2	Cooccurring	224.66666666666666	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	22.005142156271127	0.01	False	0.3333333333333333	[5, 7]	2	66.01542646881339	('RRP1B', 'MYH11')	5.6259813791746611e-06	RRP1B	MYH11	6.2
9	53	13	1	40	MutuallyExclusive		0.6153846153846154	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	65		0.04	False	0.015384615384615385	[13, 53]	2		('FRMPD4(D)', 'CDK4(A)')	0.75230257915020993	FRMPD4(D)	CDK4(A)	1.9
9	19	5	3	14	Cooccurring	243.33333333333334	0.6666666666666666	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	21	23.154543185468643	0.03	False	0.14285714285714285	[5, 19]	2	162.0818022982805	('ABCA13', 'RB1')	0.0001518525143487324	ABCA13	RB1	5.1
9	7	6	3	1	Cooccurring	250.66666666666666	0.1	set(['CooccurringCooccurringCooccurring'])	10	24.038283420674922	0.02	False	0.3	[6, 7]	2	80.12761140224974	('PTCH1', 'DCC')	1.1204738724164403e-05	PTCH1	DCC	6.0
9	53	7	0	46	MutuallyExclusive		0.7666666666666667	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	60		0.04	False	0.0	[7, 53]	2		('FBN2', 'CDK4(A)')	0.58371596363245581	FBN2	CDK4(A)	2.0
9	6	7	3	1	Cooccurring	227.66666666666666	0.1	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	10	23.592940152730712	0.01	False	0.3	[7, 6]	2	78.64313384243572	('COL22A1', 'ESPL1')	1.1204738724164403e-05	COL22A1	ESPL1	6.0
9	5	5	2	0	Cooccurring	328.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	25.30109748334739	0.03	False	0.25	[5, 5]	2	101.20438993338956	('ARHGEF19', 'ZNF536')	0.00038418002555840514	ARHGEF19	ZNF536	4.3
9	7	6	3	1	Cooccurring	250.33333333333334	0.1	set(['CooccurringCooccurringCooccurring'])	10	23.866205068773017	0.0	False	0.3	[6, 7]	2	79.55401689591005	('TERT', 'COL4A2')	1.1204738724164403e-05	TERT	COL4A2	6.0
9	7	6	3	1	Cooccurring	232.0	0.1	set(['CooccurringCooccurringCooccurring'])	10	23.28665383525547	0.01	False	0.3	[6, 7]	2	77.62217945085158	('SHROOM2', 'TGM2')	1.1204738724164403e-05	SHROOM2	TGM2	6.0
9	11	7	3	4	Cooccurring	253.33333333333334	0.26666666666666666	set(['CooccurringCooccurringCooccurring'])	15	23.888915898106767	0.02	False	0.2	[7, 11]	2	119.44457949053383	('WBSCR17', 'CABIN1')	9.0510698222299069e-05	WBSCR17	CABIN1	5.2
9	7	7	3	0	Cooccurring	229.33333333333334	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	11	23.46676675393338	0.01	False	0.2727272727272727	[7, 7]	2	86.04481143108907	('MYLK', 'MYT1')	1.952592867705256e-05	MYLK	MYT1	5.8
9	10	7	3	3	Cooccurring	241.33333333333334	0.21428571428571427	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	14	20.92168873278684	0.03	False	0.21428571428571427	[7, 10]	2	97.63454741967193	('MYT1', 'PIK3CG')	6.6104563626204264e-05	MYT1	PIK3CG	5.3
9	6	11	3	5	Cooccurring	224.33333333333334	0.35714285714285715	set(['CooccurringCooccurringCooccurring'])	14	23.085559831833574	0.02	False	0.21428571428571427	[11, 6]	2	107.73261254855669	('MUC5B', 'IGHMBP2')	5.2158200999850286e-05	MUC5B	IGHMBP2	5.4
8	6	10	3	4	Cooccurring	244.33333333333334	0.3076923076923077	set(['CooccurringCooccurringCooccurring'])	13	22.275666310329974	0.02	False	0.23076923076923078	[10, 6]	2	96.52788734476322	('SLCO6A1', 'PTPRS')	3.8053581776371059e-05	SLCO6A1	PTPRS	5.5
8	127	8	1	119	MutuallyExclusive		0.8880597014925373	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	134		0.02	False	0.007462686567164179	[8, 127]	2		('NLRP7', 'EGFR(A)')	0.57322032315490745	NLRP7	EGFR(A)	2.4
8	7	10	3	3	Cooccurring	244.66666666666666	0.21428571428571427	set(['CooccurringCooccurringCooccurring'])	14	23.861568391887438	0.01	False	0.21428571428571427	[10, 7]	2	111.35398582880805	('ANK1', 'CELSR1')	6.6104563626204264e-05	ANK1	CELSR1	5.3
8	5	7	3	2	Cooccurring	250.33333333333334	0.2222222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	24.33019048262751	0.01	False	0.3333333333333333	[7, 5]	2	72.99057144788254	('SCN5A', 'WHSC1L1')	5.6259813791746611e-06	SCN5A	WHSC1L1	6.2
8	14	5	3	9	Cooccurring	228.0	0.5625	set(['CooccurringCooccurringCooccurring'])	16	23.173432896062575	0.02	False	0.1875	[5, 14]	2	123.59164211233373	('DEAF1', 'RELN')	5.7651703846065599e-05	DEAF1	RELN	5.4
8	5	5	3	0	Cooccurring	231.33333333333334	0.0	set(['CooccurringCooccurringCooccurring'])	7	24.867185100230362	0.0	False	0.42857142857142855	[5, 5]	2	58.02343190053752	('NIPBL', 'MSH6')	1.6141960859580385e-06	NIPBL	MSH6	6.6
8	11	5	3	6	Cooccurring	225.33333333333334	0.46153846153846156	set(['CooccurringCooccurringCooccurring'])	13	22.08825808018857	0.04	False	0.23076923076923078	[5, 11]	2	95.71578501415047	('SLCO5A1', 'SLIT3')	2.6299732423438237e-05	SLCO5A1	SLIT3	5.7
8	6	20	3	14	Cooccurring	255.33333333333334	0.6086956521739131	set(['CooccurringCooccurringCooccurring'])	23	27.634557849982876	0.04	False	0.13043478260869565	[20, 6]	2	211.8649435165354	('OBSCN', 'HERC2')	0.00035019191476827705	OBSCN	HERC2	4.8
8	5	11	3	6	Cooccurring	231.33333333333334	0.46153846153846156	set(['CooccurringCooccurringCooccurring'])	13	25.305957406356296	0.0	False	0.23076923076923078	[11, 5]	2	109.65914876087727	('FAT2', 'MSH6')	2.629973242343817e-05	FAT2	MSH6	5.7
8	5	5	2	0	Cooccurring	329.0	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.837517921594372	0.04	False	0.25	[5, 5]	2	99.35007168637749	('KIAA0649', 'KIF1B')	0.00038418002555840514	KIAA0649	KIF1B	4.3
8	6	5	3	1	Cooccurring	211.33333333333334	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.129776998270785	0.0	False	0.375	[5, 6]	2	64.34607199538875	('PRPF8', 'MAST2')	3.2216155375246676e-06	PRPF8	MAST2	6.4
8	7	6	3	1	Cooccurring	231.66666666666666	0.1	set(['CooccurringCooccurringCooccurring'])	10	23.520478745396616	0.03	False	0.3	[6, 7]	2	78.40159581798872	('DOCK8', 'PCDHA1')	1.1204738724164403e-05	DOCK8	PCDHA1	6.0
8	9	7	3	2	Cooccurring	230.0	0.15384615384615385	set(['CooccurringCooccurringCooccurring'])	13	24.711802290717273	0.03	False	0.23076923076923078	[7, 9]	2	107.08447659310818	('SMARCA1', 'AHNAK')	4.6468876331281714e-05	SMARCA1	AHNAK	5.4
8	10	19	4	9	Cooccurring	188.75	0.36	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	25	20.621631240971237	0.04	False	0.16	[19, 10]	2	128.88519525607023	('RB1', 'PIK3CG')	6.6584779538973464e-05	RB1	PIK3CG	5.6
8	6	5	2	1	Cooccurring	291.5	0.1111111111111111	set(['CooccurringCooccurringCooccurring'])	9	24.20897679387643	0.04	False	0.2222222222222222	[5, 6]	2	108.94039557244395	('LRRK1', 'DOCK11')	0.00057465923056908665	LRRK1	DOCK11	4.2
8	6	7	3	1	Cooccurring	244.0	0.1	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	10	22.631564133887213	0.0	False	0.3	[7, 6]	2	75.43854711295738	('SIPA1L3', 'SKIV2L')	1.1204738724164403e-05	SIPA1L3	SKIV2L	6.0
8	5	7	3	2	Cooccurring	232.0	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	23.355081551535108	0.01	False	0.3333333333333333	[7, 5]	2	70.06524465460532	('GABRA1', 'ZNF292')	5.6259813791746611e-06	GABRA1	ZNF292	6.2
8	6	5	3	1	Cooccurring	227.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	22.089781475013023	0.0	False	0.375	[5, 6]	2	58.90608393336806	('SLCO5A1', 'PRKD3')	3.2216155375246676e-06	SLCO5A1	PRKD3	6.4
8	76	5	0	71	MutuallyExclusive		0.8765432098765432	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	81		0.01	False	0.0	[5, 76]	2		('KIAA0649', 'PTEN')	0.57107521015319307	KIAA0649	PTEN	2.2
8	6	10	3	4	Cooccurring	243.66666666666666	0.3076923076923077	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	22.47631783360465	0.01	False	0.23076923076923078	[10, 6]	2	97.39737727895348	('CACNA1S', 'TERT')	3.8053581776371059e-05	CACNA1S	TERT	5.5
8	5	6	2	1	Cooccurring	356.5	0.1111111111111111	set(['CooccurringCooccurringCooccurring'])	9	26.16675865432149	0.04	False	0.2222222222222222	[6, 5]	2	117.75041394444672	('ATP2B3', 'PCDHGA1')	0.00057465923056908665	ATP2B3	PCDHGA1	4.2
8	6	5	3	1	Cooccurring	227.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	22.957080002106895	0.01	False	0.375	[5, 6]	2	61.21888000561839	('SLCO5A1', 'ESPL1')	3.2216155375246676e-06	SLCO5A1	ESPL1	6.4
8	19	7	4	12	Cooccurring	182.5	0.5454545454545454	set(['CooccurringCooccurringCooccurring'])	22	22.096967060833634	0.02	False	0.18181818181818182	[7, 19]	2	121.53331883458499	('KIAA1409', 'PCLO')	1.1676572863152158e-05	KIAA1409	PCLO	6.3
8	7	10	4	3	Cooccurring	189.5	0.23076923076923078	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	23.209110729068602	0.01	False	0.3076923076923077	[10, 7]	2	75.42960986947296	('SYNE2', 'MYT1')	6.5227264325555551e-07	SYNE2	MYT1	7.3
8	6	6	3	0	Cooccurring	232.0	0.0	set(['CooccurringCooccurringCooccurring'])	9	24.581126476702956	0.03	False	0.3333333333333333	[6, 6]	2	73.74337943010887	('WDFY3', 'PRTG')	6.422946714174054e-06	WDFY3	PRTG	6.1
8	5	6	3	1	Cooccurring	200.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	21.70301467376961	0.02	False	0.375	[6, 5]	2	57.874705796718956	('TLL1', 'PSD4')	3.2216155375246676e-06	TLL1	PSD4	6.4
8	5	5	3	0	Cooccurring	196.0	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	7	19.831037954362756	0.01	False	0.42857142857142855	[5, 5]	2	46.2724218935131	('GABRG2', 'C8B')	1.6141960859580385e-06	GABRG2	C8B	6.6
8	8	7	3	1	Cooccurring	224.66666666666666	0.08333333333333333	set(['CooccurringCooccurringCooccurring'])	12	23.080203034245972	0.02	False	0.25	[7, 8]	2	92.32081213698389	('MYH11', 'SPAG17')	3.1110147049657721e-05	MYH11	SPAG17	5.6
8	23	17	0	6	MutuallyExclusive		0.15	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	40		0.03	False	0.0	[17, 23]	2		('PIK3CA', 'MDM2(A)')	0.57175283002148813	PIK3CA	MDM2(A)	1.8
8	10	8	3	2	Cooccurring	57.333333333333336	0.13333333333333333	set(['CooccurringCooccurringCooccurring'])	15	24.221987069557223	0.03	False	0.2	[8, 10]	2	121.1099353477861	('PALM2-AKAP2', 'SYNE2')	0.00010498984324102217	PALM2-AKAP2	SYNE2	5.2
8	5	5	3	0	Cooccurring	234.66666666666666	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	7	24.491300799101086	0.0	False	0.42857142857142855	[5, 5]	2	57.14636853123587	('PTPRD', 'PTCHD2')	1.6141960859580385e-06	PTPRD	PTCHD2	6.6
8	176	6	2	170	MutuallyExclusive		0.9444444444444444	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	180		0.04	False	0.011111111111111112	[6, 176]	2		('BSN', 'CDKN2A(D)')	0.83957164671367857	BSN	CDKN2A(D)	2.3
8	5	6	3	1	Cooccurring	244.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	23.059821240072925	0.0	False	0.375	[6, 5]	2	61.49285664019447	('SBF1', 'FHOD3')	3.2216155375246676e-06	SBF1	FHOD3	6.4
8	5	6	2	1	Cooccurring	286.5	0.1111111111111111	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	9	22.84523651541103	0.04	False	0.2222222222222222	[6, 5]	2	102.80356431934965	('KDM2B', 'TRPM3')	0.00057465923056908665	KDM2B	TRPM3	4.2
8	127	5	0	122	MutuallyExclusive		0.9242424242424242	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	132		0.01	False	0.0	[5, 127]	2		('C8B', 'EGFR(A)')	0.37727868154039457	C8B	EGFR(A)	2.5
8	5	53	0	48	MutuallyExclusive		0.8275862068965517	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	58		0.04	False	0.0	[53, 5]	2		('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'INPP5D')	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	INPP5D	1.9
8	6	5	2	1	Cooccurring	291.5	0.1111111111111111	set(['CooccurringCooccurringCooccurring'])	9	23.2746675564996	0.02	False	0.2222222222222222	[5, 6]	2	104.73600400424822	('FAM47A', 'DOCK11')	0.00057465923056908665	FAM47A	DOCK11	4.2
8	6	5	2	1	Cooccurring	290.0	0.1111111111111111	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	9	21.979347785065755	0.04	False	0.2222222222222222	[5, 6]	2	98.9070650327959	('MLL2', 'SCN10A')	0.00057465923056908665	MLL2	SCN10A	4.2
8	6	53	0	47	MutuallyExclusive		0.7966101694915254	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	59		0.03	False	0.0	[53, 6]	2		('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'KDM2B')	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	KDM2B	2.0
8	22	5	4	17	Cooccurring	196.5	0.7391304347826086	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	23	24.693994010536848	0.01	False	0.17391304347826086	[5, 22]	2	141.99046556058687	('PCNT', 'NF1')	3.2454442637184801e-06	PCNT	NF1	6.9
8	19	5	3	14	Cooccurring	207.66666666666666	0.6666666666666666	set(['CooccurringCooccurringCooccurring'])	21	23.714300998094284	0.04	False	0.14285714285714285	[5, 19]	2	166.00010698666	('COL24A1', 'PCLO')	0.0001518525143487324	COL24A1	PCLO	5.1
8	5	5	2	0	Cooccurring	291.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	23.246303796901387	0.04	False	0.25	[5, 5]	2	92.98521518760555	('FAM47A', 'LRRK1')	0.00038418002555840514	FAM47A	LRRK1	4.3
8	8	7	3	1	Cooccurring	205.66666666666666	0.08333333333333333	set(['CooccurringCooccurringCooccurring'])	12	19.6377793215477	0.02	False	0.25	[7, 8]	2	78.5511172861908	('POM121L12', 'ODZ1')	3.1110147049657721e-05	POM121L12	ODZ1	5.6
8	5	6	2	1	Cooccurring	356.5	0.1111111111111111	set(['CooccurringCooccurringCooccurring'])	9	27.549590749601347	0.04	False	0.2222222222222222	[6, 5]	2	123.97315837320606	('COL7A1', 'CFTR')	0.00057465923056908665	COL7A1	CFTR	4.2
8	5	5	3	0	Cooccurring	227.0	0.0	set(['CooccurringCooccurringCooccurring'])	7	21.789221616620406	0.0	False	0.42857142857142855	[5, 5]	2	50.841517105447615	('C21orf58', 'LRP4')	1.6141960859580385e-06	C21orf58	LRP4	6.6
8	17	14	0	3	MutuallyExclusive		0.0967741935483871	set(['MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	31		0.04	False	0.0	[14, 17]	2		('DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)', 'PIK3R1')	0.71312703894741114	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	PIK3R1	1.6
8	8	6	3	2	Cooccurring	242.66666666666666	0.18181818181818182	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	11	24.40162272881652	0.01	False	0.2727272727272727	[6, 8]	2	89.47261667232725	('PKD1', 'PLEC')	1.7871040338087056e-05	PKD1	PLEC	5.8
8	23	13	0	10	MutuallyExclusive		0.2777777777777778	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	36		0.02	False	0.0	[13, 23]	2		('FRMPD4(D)', 'MDM2(A)')	0.65293360627513897	FRMPD4(D)	MDM2(A)	1.7
8	7	12	3	5	Cooccurring	243.33333333333334	0.3125	set(['CooccurringCooccurringCooccurring'])	16	22.35771643646375	0.02	False	0.1875	[12, 7]	2	119.24115432780667	('DNAH11', 'TRIML1')	0.00012017188879224195	DNAH11	TRIML1	5.1
