MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	Overlap	Coverage	RoundedLogPCov	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0.4375	False	0.85475454153821961	RB1(D)	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	0.020833333333333332	14	35	[35, 14]	2	1	48	1.7	21	MutuallyExclusive	('RB1(D)', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)')	0.02
0.7358490566037735	False	0.62824751332023865	AFF2	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('AFF2', 'PDGFRA(A)')	0.01
0.5555555555555556	False	0.60515771053926959	LAMA1	RB1(D)	0.0	35	10	[10, 35]	2	0	45	1.9	25	MutuallyExclusive	('LAMA1', 'RB1(D)')	0.02
0.7045454545454546	False	0.82326553383143963	PTEN	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	0.022727272727272728	14	76	[76, 14]	2	2	88	2.0	62	MutuallyExclusive	('PTEN', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)')	0.03
0.9337016574585635	False	0.76792397716480953	CDKN2A(D)	BCOR	0.011049723756906077	7	176	[176, 7]	2	2	181	2.4	169	MutuallyExclusive	('CDKN2A(D)', 'BCOR')	0.01
0.4666666666666667	False	0.77892110317949148	SEMG1	TP53(D)	0.0	22	8	[8, 22]	2	0	30	1.6	14	MutuallyExclusive	('SEMG1', 'TP53(D)')	0.04
0.9242424242424242	False	0.37727868154037614	EGFR(A)	NOTCH3	0.0	5	127	[127, 5]	2	0	132	2.5	122	MutuallyExclusive	('EGFR(A)', 'NOTCH3')	0.0
0.9392265193370166	False	0.54598090884889738	CDKN2A(D)	ESPL1	0.0055248618784530384	6	176	[176, 6]	2	1	181	2.5	170	MutuallyExclusive	('CDKN2A(D)', 'ESPL1')	0.0
0.9312977099236641	False	0.7847139923876687	MYOM3	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('MYOM3', 'EGFR(A)')	0.03
0.627906976744186	False	0.66949301743881662	RB1(D)	ODZ1	0.0	8	35	[35, 8]	2	0	43	1.8	27	MutuallyExclusive	('RB1(D)', 'ODZ1')	0.01
0.9242424242424242	False	0.37727868154039457	ANKRD52	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('ANKRD52', 'EGFR(A)')	0.0
0.9337016574585635	False	0.76792397716480953	CDKN2A(D)	SCN5A	0.011049723756906077	7	176	[176, 7]	2	2	181	2.4	169	MutuallyExclusive	('CDKN2A(D)', 'SCN5A')	0.01
0.5862068965517241	False	0.44944733953740457	MYO15A	PDGFRA(A)	0.0	46	12	[12, 46]	2	0	58	2.1	34	MutuallyExclusive	('MYO15A', 'PDGFRA(A)')	0.01
0.7358490566037735	False	0.62824751332023865	SAMD9	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('SAMD9', 'PDGFRA(A)')	0.02
0.6078431372549019	False	0.55379530133167321	MEGF8	PTEN(D)	0.0	41	10	[10, 41]	2	0	51	2.0	31	MutuallyExclusive	('MEGF8', 'PTEN(D)')	0.01
0.7666666666666667	False	0.58371596363245581	MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'CDK4(A)')	0.04
0.13513513513513514	False	0.61917220073474832	AKAP6,NPAS3(D),NPAS3(D)	SYNE1	0.0	16	21	[21, 16]	2	0	37	1.8	5	MutuallyExclusive	('AKAP6,NPAS3(D),NPAS3(D)', 'SYNE1')	0.04
0.5588235294117647	False	0.31337276196712871	NF1,RAB11FIP4(D)	CDK4(A)	0.0	53	15	[15, 53]	2	0	68	2.3	38	MutuallyExclusive	('NF1,RAB11FIP4(D)', 'CDK4(A)')	0.0
0.034482758620689655	False	0.74238053280203642	NF1,RAB11FIP4(D)	USH2A	0.0	14	15	[15, 14]	2	0	29	1.6	1	MutuallyExclusive	('NF1,RAB11FIP4(D)', 'USH2A')	0.04
0.4909090909090909	False	0.43615798704412961	IDH1	MDM4(A)	0.0	41	14	[14, 41]	2	0	55	2.1	27	MutuallyExclusive	('IDH1', 'MDM4(A)')	0.0
0.8536585365853658	False	0.51028849310611801	PLXND1	PTEN	0.0	76	6	[6, 76]	2	0	82	2.2	70	MutuallyExclusive	('PLXND1', 'PTEN')	0.03
0.4727272727272727	False	0.79127101479339634	NF1,RAB11FIP4(D)	MDM4(A)	0.01818181818181818	41	15	[15, 41]	2	1	55	1.8	26	MutuallyExclusive	('NF1,RAB11FIP4(D)', 'MDM4(A)')	0.04
0.7446808510638298	False	0.70218900658992944	TERT	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('TERT', 'PTEN(D)')	0.03
0.8275862068965517	False	0.6811518135923802	PRPF8	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('PRPF8', 'CDK4(A)')	0.04
0.8805970149253731	False	0.79884829750575737	SDK1	EGFR(A)	0.014925373134328358	127	9	[9, 127]	2	2	134	2.2	118	MutuallyExclusive	('SDK1', 'EGFR(A)')	0.03
0.7446808510638298	False	0.70218900658985584	PTEN(D)	PRKD3	0.0	6	41	[41, 6]	2	0	47	1.8	35	MutuallyExclusive	('PTEN(D)', 'PRKD3')	0.04
0.7096774193548387	False	0.49999226359062293	FLNA	CDK4(A)	0.0	53	9	[9, 53]	2	0	62	2.1	44	MutuallyExclusive	('FLNA', 'CDK4(A)')	0.03
0.9242424242424242	False	0.37727868154039457	RERE	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('RERE', 'EGFR(A)')	0.01
0.9337016574585635	False	0.76792397716480953	CDKN2A(D)	C15orf2	0.011049723756906077	7	176	[176, 7]	2	2	181	2.4	169	MutuallyExclusive	('CDKN2A(D)', 'C15orf2')	0.02
0.5555555555555556	False	0.60515771053936951	RB1(D)	ADAMTS16	0.0	10	35	[35, 10]	2	0	45	1.9	25	MutuallyExclusive	('RB1(D)', 'ADAMTS16')	0.01
0.7666666666666667	False	0.58371596363245581	KIF4B	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('KIF4B', 'CDK4(A)')	0.02
0.5555555555555556	False	0.60515771053926959	CEP250	RB1(D)	0.0	35	10	[10, 35]	2	0	45	1.9	25	MutuallyExclusive	('CEP250', 'RB1(D)')	0.02
0.8765432098765432	False	0.57107521015310025	PTEN	KCNC2	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'KCNC2')	0.02
0.7666666666666667	False	0.58371596363253875	CDK4(A)	CELSR1	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('CDK4(A)', 'CELSR1')	0.04
0.8275862068965517	False	0.6811518135923802	RRP1B	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('RRP1B', 'CDK4(A)')	0.04
0.788659793814433	False	0.49058223652871813	MDM2(A)	CDKN2A(D)	0.02577319587628866	176	23	[23, 176]	2	5	194	2.6	153	MutuallyExclusive	('MDM2(A)', 'CDKN2A(D)')	0.0
0.9242424242424242	False	0.37727868154039457	RPGRIP1L	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('RPGRIP1L', 'EGFR(A)')	0.0
0.7446808510638298	False	0.70218900658992944	NWD1	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('NWD1', 'PTEN(D)')	0.03
0.8666666666666667	False	0.74777556689388458	EGFR(A)	PIK3CG	0.014814814814814815	10	127	[127, 10]	2	2	135	2.3	117	MutuallyExclusive	('EGFR(A)', 'PIK3CG')	0.01
0.3064516129032258	False	0.63926860412359421	MDM4(A)	NF1	0.016129032258064516	22	41	[41, 22]	2	1	62	2.0	19	MutuallyExclusive	('MDM4(A)', 'NF1')	0.01
0.9166666666666666	False	0.71281364341469922	SHROOM2	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('SHROOM2', 'EGFR(A)')	0.0
0.9312977099236641	False	0.7847139923876687	NOS3	EGFR(A)	0.007633587786259542	127	5	[5, 127]	2	1	131	2.2	122	MutuallyExclusive	('NOS3', 'EGFR(A)')	0.04
0.01020408163265306	False	0.96996378811684492	EGFR	CDK4(A)	0.07142857142857142	53	52	[52, 53]	2	7	98	2.0	1	MutuallyExclusive	('EGFR', 'CDK4(A)')	0.01
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	MYH9	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MYH9')	0.02
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DCC	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'DCC')	0.02
0.7666666666666667	False	0.58371596363245581	PLXNB2	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('PLXNB2', 'CDK4(A)')	0.03
0.95	False	0.64384448813714468	CDKN2A(D)	DGKD	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'DGKD')	0.01
0.7446808510638298	False	0.70218900658985584	PTEN(D)	CCDC60	0.0	6	41	[41, 6]	2	0	47	1.8	35	MutuallyExclusive	('PTEN(D)', 'CCDC60')	0.04
0.8765432098765432	False	0.57107521015310025	PTEN	DNAH1	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'DNAH1')	0.03
0.4246575342465753	False	0.78363510680201887	CDK4(A)	NF1	0.0273972602739726	22	53	[53, 22]	2	2	73	2.0	31	MutuallyExclusive	('CDK4(A)', 'NF1')	0.03
0.782608695652174	False	0.74496723730333625	GABRG2	MDM4(A)	0.0	41	5	[5, 41]	2	0	46	1.8	36	MutuallyExclusive	('GABRG2', 'MDM4(A)')	0.03
0.5578947368421052	False	0.91500545033150127	PTEN	MDM2(A)	0.042105263157894736	23	76	[76, 23]	2	4	95	2.0	53	MutuallyExclusive	('PTEN', 'MDM2(A)')	0.04
0.9166666666666666	False	0.71281364341469922	ITGAX	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('ITGAX', 'EGFR(A)')	0.03
0.5217391304347826	False	0.57528391664830425	MXRA5	RB1(D)	0.0	35	11	[11, 35]	2	0	46	1.9	24	MutuallyExclusive	('MXRA5', 'RB1(D)')	0.02
0.6078431372549019	False	0.55379530133166233	PTEN(D)	DSP	0.0	10	41	[41, 10]	2	0	51	2.0	31	MutuallyExclusive	('PTEN(D)', 'DSP')	0.0
0.9022556390977443	False	0.6416595252728714	LAMA2	EGFR(A)	0.007518796992481203	127	7	[7, 127]	2	1	133	2.3	120	MutuallyExclusive	('LAMA2', 'EGFR(A)')	0.02
0.7966101694915254	False	0.63059012434847395	F8	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('F8', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.04
0.9097744360902256	False	0.31017168916568583	EGFR(A)	PRPF6	0.0	6	127	[127, 6]	2	0	133	2.6	121	MutuallyExclusive	('EGFR(A)', 'PRPF6')	0.0
0.9166666666666666	False	0.71281364341469922	SKIV2L	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('SKIV2L', 'EGFR(A)')	0.02
0.35	False	0.60540133716977762	FRMPD4(D)	FAF1(D)	0.0	27	13	[13, 27]	2	0	40	1.8	14	MutuallyExclusive	('FRMPD4(D)', 'FAF1(D)')	0.01
0.7692307692307693	False	0.67157492803157992	SH3TC1	PDGFRA(A)	0.0	46	6	[6, 46]	2	0	52	1.9	40	MutuallyExclusive	('SH3TC1', 'PDGFRA(A)')	0.04
0.08	False	0.40886806353273591	MDM2(A)	FAF1(D)	0.0	27	23	[23, 27]	2	0	50	2.1	4	MutuallyExclusive	('MDM2(A)', 'FAF1(D)')	0.0
0.7096774193548387	False	0.49999226359062293	AHNAK	CDK4(A)	0.0	53	9	[9, 53]	2	0	62	2.1	44	MutuallyExclusive	('AHNAK', 'CDK4(A)')	0.02
0.3170731707317073	False	0.58224859481358993	CNTNAP2	FAF1(D)	0.0	27	14	[14, 27]	2	0	41	1.8	13	MutuallyExclusive	('CNTNAP2', 'FAF1(D)')	0.01
0.9242424242424242	False	0.37727868154037614	EGFR(A)	RIMBP2	0.0	5	127	[127, 5]	2	0	132	2.5	122	MutuallyExclusive	('EGFR(A)', 'RIMBP2')	0.0
0.8765432098765432	False	0.57107521015310025	PTEN	DPPA4	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'DPPA4')	0.01
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	MYLK	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MYLK')	0.02
0.8765432098765432	False	0.57107521015310025	PTEN	BCLAF1	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'BCLAF1')	0.04
0.9281767955801105	False	0.89448140095104489	CHD8	CDKN2A(D)	0.016574585635359115	176	8	[8, 176]	2	3	181	2.3	168	MutuallyExclusive	('CHD8', 'CDKN2A(D)')	0.03
0.21212121212121213	False	0.69081794380211614	OBSCN	FRMPD4(D)	0.0	13	20	[20, 13]	2	0	33	1.7	7	MutuallyExclusive	('OBSCN', 'FRMPD4(D)')	0.04
0.4909090909090909	False	0.43615798704412961	IDH1	PTEN(D)	0.0	41	14	[14, 41]	2	0	55	2.1	27	MutuallyExclusive	('IDH1', 'PTEN(D)')	0.0
0.95	False	0.6438444881372114	MYH3	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('MYH3', 'CDKN2A(D)')	0.02
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	GRHL3	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'GRHL3')	0.04
0.9097744360902256	False	0.3101716891657007	C12orf35	EGFR(A)	0.0	127	6	[6, 127]	2	0	133	2.6	121	MutuallyExclusive	('C12orf35', 'EGFR(A)')	0.0
0.9166666666666666	False	0.71281364341466502	EGFR(A)	TDRD6	0.007575757575757576	6	127	[127, 6]	2	1	132	2.3	121	MutuallyExclusive	('EGFR(A)', 'TDRD6')	0.03
0.7083333333333334	False	0.66181067661773096	ABP1	MDM4(A)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('ABP1', 'MDM4(A)')	0.02
0.5185185185185185	False	0.46304893060589469	PTEN(D)	HEATR7B2	0.0	13	41	[41, 13]	2	0	54	2.1	28	MutuallyExclusive	('PTEN(D)', 'HEATR7B2')	0.0
0.8536585365853658	False	0.51028849310603552	PTEN	ATP2B3	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'ATP2B3')	0.02
0.7692307692307693	False	0.67157492803157992	SPHKAP	PDGFRA(A)	0.0	46	6	[6, 46]	2	0	52	1.9	40	MutuallyExclusive	('SPHKAP', 'PDGFRA(A)')	0.03
0.43859649122807015	False	0.3868687599781418	COL6A3	MDM4(A)	0.0	41	16	[16, 41]	2	0	57	2.2	25	MutuallyExclusive	('COL6A3', 'MDM4(A)')	0.0
0.9166666666666666	False	0.71281364341469922	IGHMBP2	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('IGHMBP2', 'EGFR(A)')	0.03
0.14893617021276595	False	0.46023746605114269	OBSCN	FAF1(D)	0.0	27	20	[20, 27]	2	0	47	2.0	7	MutuallyExclusive	('OBSCN', 'FAF1(D)')	0.01
0.5217391304347826	False	0.57528391664830425	MDN1	RB1(D)	0.0	35	11	[11, 35]	2	0	46	1.9	24	MutuallyExclusive	('MDN1', 'RB1(D)')	0.01
0.788235294117647	False	0.36370303426181166	DCHS1	PTEN	0.0	76	9	[9, 76]	2	0	85	2.4	67	MutuallyExclusive	('DCHS1', 'PTEN')	0.01
0.7159090909090909	False	0.5927158811187252	PTEN	HEATR7B2	0.011363636363636364	13	76	[76, 13]	2	1	88	2.2	63	MutuallyExclusive	('PTEN', 'HEATR7B2')	0.01
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	LRRK2	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'LRRK2')	0.02
0.7073170731707317	False	0.74045251535060863	RB1(D)	ESPL1	0.0	6	35	[35, 6]	2	0	41	1.7	29	MutuallyExclusive	('RB1(D)', 'ESPL1')	0.03
0.627906976744186	False	0.66949301743881662	RB1(D)	GON4L	0.0	8	35	[35, 8]	2	0	43	1.8	27	MutuallyExclusive	('RB1(D)', 'GON4L')	0.04
0.95	False	0.6438444881372114	SP1	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('SP1', 'CDKN2A(D)')	0.01
0.8805970149253731	False	0.79884829750575737	ZMYM3	EGFR(A)	0.014925373134328358	127	9	[9, 127]	2	2	134	2.2	118	MutuallyExclusive	('ZMYM3', 'EGFR(A)')	0.03
0.8275862068965517	False	0.6811518135923802	TEX15	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('TEX15', 'CDK4(A)')	0.03
0.7966101694915254	False	0.6305901243484795	CDK4(A)	GPR112	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('CDK4(A)', 'GPR112')	0.03
0.7966101694915254	False	0.63059012434847395	PTPN11	CDK4(A)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('PTPN11', 'CDK4(A)')	0.04
0.9340659340659341	False	0.18427711979973666	CDKN2A(D)	CACNA1F	0.0	6	176	[176, 6]	2	0	182	3.0	170	MutuallyExclusive	('CDKN2A(D)', 'CACNA1F')	0.0
0.8765432098765432	False	0.57107521015310025	PTEN	SLC13A3	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'SLC13A3')	0.03
0.41935483870967744	False	0.75481946566841052	DNAH3	TP53(D)	0.0	22	9	[9, 22]	2	0	31	1.6	13	MutuallyExclusive	('DNAH3', 'TP53(D)')	0.04
0.9242424242424242	False	0.37727868154037614	EGFR(A)	CASZ1	0.0	5	127	[127, 5]	2	0	132	2.5	122	MutuallyExclusive	('EGFR(A)', 'CASZ1')	0.0
0.7666666666666667	False	0.58371596363245581	ABP1	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('ABP1', 'CDK4(A)')	0.01
0.673469387755102	False	0.62370079214884344	PTEN(D)	GPR98	0.0	8	41	[41, 8]	2	0	49	1.9	33	MutuallyExclusive	('PTEN(D)', 'GPR98')	0.0
0.09523809523809523	False	0.53487544520130659	MDM2(A)	PCLO	0.0	19	23	[23, 19]	2	0	42	1.9	4	MutuallyExclusive	('MDM2(A)', 'PCLO')	0.0
0.8765432098765432	False	0.57107521015319307	KIAA0649	PTEN	0.0	76	5	[5, 76]	2	0	81	2.2	71	MutuallyExclusive	('KIAA0649', 'PTEN')	0.01
0.627906976744186	False	0.66949301743871559	CHL1	RB1(D)	0.0	35	8	[8, 35]	2	0	43	1.8	27	MutuallyExclusive	('CHL1', 'RB1(D)')	0.03
0.782608695652174	False	0.74496723730333625	MYOM3	MDM4(A)	0.0	41	5	[5, 41]	2	0	46	1.8	36	MutuallyExclusive	('MYOM3', 'MDM4(A)')	0.04
0.045454545454545456	False	0.50027961832643353	AKAP6,NPAS3(D),NPAS3(D)	MDM2(A)	0.0	23	21	[21, 23]	2	0	44	1.9	2	MutuallyExclusive	('AKAP6,NPAS3(D),NPAS3(D)', 'MDM2(A)')	0.01
0.7073170731707317	False	0.74045251535054946	PTPN11	RB1(D)	0.0	35	6	[6, 35]	2	0	41	1.7	29	MutuallyExclusive	('PTPN11', 'RB1(D)')	0.03
0.7083333333333334	False	0.66181067661774984	MDM4(A)	DSG4	0.0	7	41	[41, 7]	2	0	48	1.9	34	MutuallyExclusive	('MDM4(A)', 'DSG4')	0.04
0.6666666666666666	False	0.70410491642034356	GPR179	RB1(D)	0.0	35	7	[7, 35]	2	0	42	1.8	28	MutuallyExclusive	('GPR179', 'RB1(D)')	0.04
0.375	False	0.73143069349348921	SYNE2	MIR3201(D),FAM19A5(D),LOC339685(D)	0.0	22	10	[10, 22]	2	0	32	1.6	12	MutuallyExclusive	('SYNE2', 'MIR3201(D),FAM19A5(D),LOC339685(D)')	0.04
0.9553072625698324	False	0.90263928669942106	CDKN2A(D)	PTCHD2	0.0111731843575419	5	176	[176, 5]	2	2	179	2.3	171	MutuallyExclusive	('CDKN2A(D)', 'PTCHD2')	0.04
0.782608695652174	False	0.74496723730333625	PPEF2	MDM4(A)	0.0	41	5	[5, 41]	2	0	46	1.8	36	MutuallyExclusive	('PPEF2', 'MDM4(A)')	0.03
0.7083333333333334	False	0.66181067661774984	MDM4(A)	MLL4	0.0	7	41	[41, 7]	2	0	48	1.9	34	MutuallyExclusive	('MDM4(A)', 'MLL4')	0.03
0.95	False	0.6438444881372114	ABCA4	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('ABCA4', 'CDKN2A(D)')	0.02
0.36585365853658536	False	0.59402819066165591	FRMPD4(D)	FLG	0.0	28	13	[13, 28]	2	0	41	1.8	15	MutuallyExclusive	('FRMPD4(D)', 'FLG')	0.01
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	TRIML1	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'TRIML1')	0.04
0.4594594594594595	False	0.68030221229216903	LAMA1	FAF1(D)	0.0	27	10	[10, 27]	2	0	37	1.7	17	MutuallyExclusive	('LAMA1', 'FAF1(D)')	0.02
0.6428571428571429	False	0.514028014933823	TRH(D)	PDGFRA(A)	0.0	46	10	[10, 46]	2	0	56	2.0	36	MutuallyExclusive	('TRH(D)', 'PDGFRA(A)')	0.03
0.803921568627451	False	0.71782110570967139	CCDC45	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('CCDC45', 'PDGFRA(A)')	0.04
0.9242424242424242	False	0.37727868154039457	C8B	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('C8B', 'EGFR(A)')	0.01
0.8313253012048193	False	0.45589589075542852	MYH11	PTEN	0.0	76	7	[7, 76]	2	0	83	2.3	69	MutuallyExclusive	('MYH11', 'PTEN')	0.0
0.7096774193548387	False	0.49999226359062293	MICALCL	CDK4(A)	0.0	53	9	[9, 53]	2	0	62	2.1	44	MutuallyExclusive	('MICALCL', 'CDK4(A)')	0.0
0.4166666666666667	False	0.79184952928894048	TP53(D)	EGFR	0.027777777777777776	52	22	[22, 52]	2	2	72	2.0	30	MutuallyExclusive	('TP53(D)', 'EGFR')	0.02
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	HECW1	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'HECW1')	0.04
0.9444444444444444	False	0.83957164671367857	GRIP1	CDKN2A(D)	0.011111111111111112	176	6	[6, 176]	2	2	180	2.3	170	MutuallyExclusive	('GRIP1', 'CDKN2A(D)')	0.04
0.9242424242424242	False	0.37727868154039457	PCNT	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('PCNT', 'EGFR(A)')	0.01
0.65625	False	0.428082929080146	CDK4(A)	CABIN1	0.0	11	53	[53, 11]	2	0	64	2.2	42	MutuallyExclusive	('CDK4(A)', 'CABIN1')	0.0
0.7966101694915254	False	0.63059012434847395	ITGAX	CDK4(A)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('ITGAX', 'CDK4(A)')	0.03
0.9166666666666666	False	0.71281364341469922	PTCH1	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('PTCH1', 'EGFR(A)')	0.01
0.7083333333333334	False	0.66181067661773096	AFF2	MDM4(A)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('AFF2', 'MDM4(A)')	0.02
0.41935483870967744	False	0.75481946566831271	TP53(D)	ADAM29	0.0	9	22	[22, 9]	2	0	31	1.6	13	MutuallyExclusive	('TP53(D)', 'ADAM29')	0.04
0.782608695652174	False	0.74496723730325753	PTEN(D)	LRRK2	0.0	5	41	[41, 5]	2	0	46	1.8	36	MutuallyExclusive	('PTEN(D)', 'LRRK2')	0.04
0.3333333333333333	False	0.70873467761630848	TP53(D)	TCHH	0.0	11	22	[22, 11]	2	0	33	1.7	11	MutuallyExclusive	('TP53(D)', 'TCHH')	0.03
0.5774647887323944	False	0.87774077224325842	CDKN2A(D)	CDK4(A)	0.07511737089201878	53	176	[176, 53]	2	16	213	2.4	123	MutuallyExclusive	('CDKN2A(D)', 'CDK4(A)')	0.0
