MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	SetScore	Overlap	Coverage	RoundedLogPCov	CombinedScore	AverageOverlapPMN	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0.357142857	FALSE	5.22E-05	SLIT3	UGGT1	0.214285714	6	11	"[11, 6]"	2	22.47047777	3	14	5.4	104.8622296	243.3333333	5	Cooccurring	"('SLIT3', 'UGGT1')"	0.03
0.357142857	FALSE	5.22E-05	HSPG2	FLNC	0.214285714	6	11	"[11, 6]"	2	24.08964093	3	14	5.4	112.4183243	243.3333333	5	Cooccurring	"('HSPG2', 'FLNC')"	0.03
0.357142857	FALSE	5.22E-05	MUC5B	C9orf150	0.214285714	6	11	"[11, 6]"	2	21.83514153	3	14	5.4	101.8973271	224.3333333	5	Cooccurring	"('MUC5B', 'C9orf150')"	0.01
0.357142857	FALSE	5.22E-05	SLIT3	PTPRS	0.214285714	6	11	"[11, 6]"	2	26.01787337	3	14	5.4	121.4167424	272.6666667	5	Cooccurring	"('SLIT3', 'PTPRS')"	0.04
0.357142857	FALSE	5.22E-05	MUC5B	ESPL1	0.214285714	6	11	"[11, 6]"	2	24.8576605	3	14	5.4	116.0024157	227.6666667	5	Cooccurring	"('MUC5B', 'ESPL1')"	0.01
0.357142857	FALSE	5.22E-05	MDN1	ACRC	0.214285714	6	11	"[11, 6]"	2	22.58155396	3	14	5.4	105.3805852	197.6666667	5	Cooccurring	"('MDN1', 'ACRC')"	0.04
0.357142857	FALSE	5.22E-05	MDN1	PLXND1	0.214285714	6	11	"[11, 6]"	2	22.66401594	3	14	5.4	105.7654077	240.6666667	5	Cooccurring	"('MDN1', 'PLXND1')"	0.03
0.357142857	FALSE	5.22E-05	HSPG2	ADAMTS3	0.214285714	6	11	"[11, 6]"	2	23.60394776	3	14	5.4	110.1517562	244.3333333	5	Cooccurring	"('HSPG2', 'ADAMTS3')"	0.02
0.357142857	FALSE	5.22E-05	MUC5B	HOOK1	0.214285714	6	11	"[11, 6]"	2	23.71062667	3	14	5.4	110.6495911	227.3333333	5	Cooccurring	"('MUC5B', 'HOOK1')"	0.04
0.357142857	FALSE	5.22E-05	SLIT3	ARHGAP9	0.214285714	6	11	"[11, 6]"	2	21.69472704	3	14	5.4	101.2420595	93.66666667	5	Cooccurring	"('SLIT3', 'ARHGAP9')"	0.02
0.357142857	FALSE	5.22E-05	MUC5B	ABCB5	0.214285714	6	11	"[11, 6]"	2	23.96610697	3	14	5.4	111.8418325	203.6666667	5	Cooccurring	"('MUC5B', 'ABCB5')"	0.01
0.357142857	FALSE	5.22E-05	MXRA5	CROCC	0.214285714	6	11	"[11, 6]"	2	23.65952758	3	14	5.4	110.4111287	226	5	Cooccurring	"('MXRA5', 'CROCC')"	0.03
0.357142857	FALSE	5.22E-05	HSPG2	IGHMBP2	0.214285714	6	11	"[11, 6]"	2	26.40298512	3	14	5.4	123.2139306	272.6666667	5	Cooccurring	"('HSPG2', 'IGHMBP2')"	0.04
0.357142857	FALSE	5.22E-05	MUC5B	ANO5	0.214285714	6	11	"[11, 6]"	2	24.01584811	3	14	5.4	112.0739579	227.6666667	5	Cooccurring	"('MUC5B', 'ANO5')"	0.01
0.357142857	FALSE	5.22E-05	FAT2	ZFHX3	0.214285714	6	11	"[11, 6]"	2	24.48676959	3	14	5.4	114.2715914	225	5	Cooccurring	"('FAT2', 'ZFHX3')"	0.01
0.357142857	FALSE	5.22E-05	FAT2	DOCK8	0.214285714	6	11	"[11, 6]"	2	25.36607558	3	14	5.4	118.3750194	231.6666667	5	Cooccurring	"('FAT2', 'DOCK8')"	0.03
0.357142857	FALSE	5.22E-05	MUC5B	IGHMBP2	0.214285714	6	11	"[11, 6]"	2	23.08555983	3	14	5.4	107.7326125	224.3333333	5	Cooccurring	"('MUC5B', 'IGHMBP2')"	0.02
0.357142857	FALSE	5.22E-05	PTPN3	HSPG2	0.214285714	11	6	"[6, 11]"	2	23.99895027	3	14	5.4	111.9951013	247	5	Cooccurring	"('PTPN3', 'HSPG2')"	0.02
0.357142857	FALSE	5.22E-05	SKIV2L	CABIN1	0.214285714	11	6	"[6, 11]"	2	22.85178535	3	14	5.4	106.641665	244	5	Cooccurring	"('SKIV2L', 'CABIN1')"	0.01
0.357142857	FALSE	5.22E-05	DOCK1	DNAH5	0.214285714	11	6	"[6, 11]"	2	23.63847922	3	14	5.4	110.312903	243	5	Cooccurring	"('DOCK1', 'DNAH5')"	0.02
0.357142857	FALSE	5.22E-05	KDM2B	HSPG2	0.214285714	11	6	"[6, 11]"	2	23.1315606	3	14	5.4	107.9472828	199.3333333	5	Cooccurring	"('KDM2B', 'HSPG2')"	0.04
0.357142857	FALSE	5.22E-05	ANO5	SLIT3	0.214285714	11	6	"[6, 11]"	2	21.8022788	3	14	5.4	101.7439677	224.6666667	5	Cooccurring	"('ANO5', 'SLIT3')"	0.01
0.357142857	FALSE	5.22E-05	PTCH1	CABIN1	0.214285714	11	6	"[6, 11]"	2	24.46605767	3	14	5.4	114.1749358	250.6666667	5	Cooccurring	"('PTCH1', 'CABIN1')"	0.01
0.357142857	FALSE	5.22E-05	ATP2B3	HSPG2	0.214285714	11	6	"[6, 11]"	2	26.56941992	3	14	5.4	123.9906263	272.6666667	5	Cooccurring	"('ATP2B3', 'HSPG2')"	0.03
0.357142857	FALSE	5.22E-05	SKIV2L	DNAH5	0.214285714	11	6	"[6, 11]"	2	23.58530418	3	14	5.4	110.0647528	244	5	Cooccurring	"('SKIV2L', 'DNAH5')"	0.01
0.357142857	FALSE	5.22E-05	MYH13	MXRA5	0.214285714	11	6	"[6, 11]"	2	23.28529035	3	14	5.4	108.6646883	200.3333333	5	Cooccurring	"('MYH13', 'MXRA5')"	0
0.357142857	FALSE	5.22E-05	TLL1	CABIN1	0.214285714	11	6	"[6, 11]"	2	22.30194583	3	14	5.4	104.0757472	243	5	Cooccurring	"('TLL1', 'CABIN1')"	0.04
0.357142857	FALSE	5.22E-05	NEB	CABIN1	0.214285714	11	6	"[6, 11]"	2	24.77826169	3	14	5.4	115.6318879	244	5	Cooccurring	"('NEB', 'CABIN1')"	0.03
0.357142857	FALSE	5.22E-05	SHROOM2	SLIT3	0.214285714	11	6	"[6, 11]"	2	25.81796251	3	14	5.4	120.4838251	272.3333333	5	Cooccurring	"('SHROOM2', 'SLIT3')"	0.03
0.357142857	FALSE	5.22E-05	HERC2	CABIN1	0.214285714	11	6	"[6, 11]"	2	24.20692581	3	14	5.4	112.9656538	244	5	Cooccurring	"('HERC2', 'CABIN1')"	0.01
0.357142857	FALSE	5.22E-05	DOCK8	HSPG2	0.214285714	11	6	"[6, 11]"	2	27.17105435	3	14	5.4	126.7982536	272.6666667	5	Cooccurring	"('DOCK8', 'HSPG2')"	0.04
0.357142857	FALSE	5.22E-05	NEB	DNAH5	0.214285714	11	6	"[6, 11]"	2	25.51178051	3	14	5.4	119.0549757	244	5	Cooccurring	"('NEB', 'DNAH5')"	0.02
0.357142857	FALSE	5.22E-05	DOCK1	HSPG2	0.214285714	11	6	"[6, 11]"	2	27.0328003	3	14	5.4	126.1530681	272.6666667	5	Cooccurring	"('DOCK1', 'HSPG2')"	0.02
0.357142857	FALSE	5.22E-05	TERT	HSPG2	0.214285714	11	6	"[6, 11]"	2	23.54150764	3	14	5.4	109.860369	244.3333333	5	Cooccurring	"('TERT', 'HSPG2')"	0.02
0.357142857	FALSE	5.22E-05	NWD1	DNAH5	0.214285714	11	6	"[6, 11]"	2	23.49826741	3	14	5.4	109.6585812	243.3333333	5	Cooccurring	"('NWD1', 'DNAH5')"	0.01
0.357142857	FALSE	5.22E-05	PCDHA8	SLIT3	0.214285714	11	6	"[6, 11]"	2	24.96181497	3	14	5.4	116.4884699	254	5	Cooccurring	"('PCDHA8', 'SLIT3')"	0.01
0.357142857	FALSE	5.22E-05	ATP10B	SLIT3	0.214285714	11	6	"[6, 11]"	2	25.39186155	3	14	5.4	118.4953539	254	5	Cooccurring	"('ATP10B', 'SLIT3')"	0.02
0.357142857	FALSE	5.22E-05	DOCK1	SLIT3	0.214285714	11	6	"[6, 11]"	2	25.97435405	3	14	5.4	121.2136522	272.6666667	5	Cooccurring	"('DOCK1', 'SLIT3')"	0
0.357142857	FALSE	5.22E-05	ATP2B3	SLIT3	0.214285714	11	6	"[6, 11]"	2	25.51097367	3	14	5.4	119.0512105	272.6666667	5	Cooccurring	"('ATP2B3', 'SLIT3')"	0.03
0.357142857	FALSE	5.22E-05	KDM2B	TCHH	0.214285714	11	6	"[6, 11]"	2	22.08411525	3	14	5.4	103.0592045	196.6666667	5	Cooccurring	"('KDM2B', 'TCHH')"	0.02
0.357142857	FALSE	5.22E-05	HERC2	DNAH5	0.214285714	11	6	"[6, 11]"	2	24.94044464	3	14	5.4	116.3887416	244	5	Cooccurring	"('HERC2', 'DNAH5')"	0.03
0.357142857	FALSE	5.22E-05	PCDHA2	SLIT3	0.214285714	11	6	"[6, 11]"	2	24.97331536	3	14	5.4	116.5421383	254	5	Cooccurring	"('PCDHA2', 'SLIT3')"	0.04
0.357142857	FALSE	5.22E-05	TMEM2	MXRA5	0.214285714	11	6	"[6, 11]"	2	23.37882661	3	14	5.4	109.1011908	226.3333333	5	Cooccurring	"('TMEM2', 'MXRA5')"	0
0.357142857	FALSE	5.22E-05	F8	SLIT3	0.214285714	11	6	"[6, 11]"	2	22.43503244	3	14	5.4	104.6968181	197.3333333	5	Cooccurring	"('F8', 'SLIT3')"	0.04
0.357142857	FALSE	5.22E-05	CACNA1H	HSPG2	0.214285714	11	6	"[6, 11]"	2	27.2651192	3	14	5.4	127.2372229	272.6666667	5	Cooccurring	"('CACNA1H', 'HSPG2')"	0.04
0.357142857	FALSE	5.22E-05	NWD1	CABIN1	0.214285714	11	6	"[6, 11]"	2	24.41041238	3	14	5.4	113.9152578	250.6666667	5	Cooccurring	"('NWD1', 'CABIN1')"	0.02
0.357142857	FALSE	5.22E-05	CACNA1H	MDN1	0.214285714	11	6	"[6, 11]"	2	22.86468664	3	14	5.4	106.701871	240.6666667	5	Cooccurring	"('CACNA1H', 'MDN1')"	0.01
0.5625	FALSE	5.77E-05	RELN	PTCHD2	0.1875	5	14	"[14, 5]"	2	26.16373499	3	16	5.4	139.5399199	254	9	Cooccurring	"('RELN', 'PTCHD2')"	0.02
0.5625	FALSE	5.77E-05	RELN	GMIP	0.1875	5	14	"[14, 5]"	2	22.91983781	3	16	5.4	122.239135	225.3333333	9	Cooccurring	"('RELN', 'GMIP')"	0.03
0.5625	FALSE	5.77E-05	RELN	RIMBP2	0.1875	5	14	"[14, 5]"	2	22.88626571	3	16	5.4	122.0600838	225	9	Cooccurring	"('RELN', 'RIMBP2')"	0.04
0.5625	FALSE	5.77E-05	CNTNAP2	CFTR	0.1875	5	14	"[14, 5]"	2	21.8884205	3	16	5.4	116.7382427	242.3333333	9	Cooccurring	"('CNTNAP2', 'CFTR')"	0.01
0.5625	FALSE	5.77E-05	CNTNAP2	KIAA1244	0.1875	5	14	"[14, 5]"	2	22.89817573	3	16	5.4	122.1236039	244	9	Cooccurring	"('CNTNAP2', 'KIAA1244')"	0.03
0.5625	FALSE	5.77E-05	RELN	CASZ1	0.1875	5	14	"[14, 5]"	2	26.46052833	3	16	5.4	141.1228178	254	9	Cooccurring	"('RELN', 'CASZ1')"	0.02
0.5625	FALSE	5.77E-05	RELN	KIF1B	0.1875	5	14	"[14, 5]"	2	26.65029146	3	16	5.4	142.1348878	254	9	Cooccurring	"('RELN', 'KIF1B')"	0.01
0.5625	FALSE	5.77E-05	RELN	MSH6	0.1875	5	14	"[14, 5]"	2	24.75310835	3	16	5.4	132.0165779	229.3333333	9	Cooccurring	"('RELN', 'MSH6')"	0.01
0.5625	FALSE	5.77E-05	RELN	USP6	0.1875	5	14	"[14, 5]"	2	23.05346522	3	16	5.4	122.9518145	224.3333333	9	Cooccurring	"('RELN', 'USP6')"	0.03
0.5625	FALSE	5.77E-05	DEAF1	RELN	0.1875	14	5	"[5, 14]"	2	23.1734329	3	16	5.4	123.5916421	228	9	Cooccurring	"('DEAF1', 'RELN')"	0.02
0.5625	FALSE	5.77E-05	QKI	USH2A	0.1875	14	5	"[5, 14]"	2	22.83412909	3	16	5.4	121.7820218	197.6666667	9	Cooccurring	"('QKI', 'USH2A')"	0.01
0.5625	FALSE	5.77E-05	BCL9	RELN	0.1875	14	5	"[5, 14]"	2	23.18972543	3	16	5.4	123.6785356	224.6666667	9	Cooccurring	"('BCL9', 'RELN')"	0.01
0.5625	FALSE	5.77E-05	TNS1	RELN	0.1875	14	5	"[5, 14]"	2	24.29417771	3	16	5.4	129.5689478	228	9	Cooccurring	"('TNS1', 'RELN')"	0.01
0.5625	FALSE	5.77E-05	GRM6	USH2A	0.1875	14	5	"[5, 14]"	2	22.44860051	3	16	5.4	119.7258694	195.6666667	9	Cooccurring	"('GRM6', 'USH2A')"	0.02
0.5625	FALSE	5.77E-05	PCDHA12	CNTNAP2	0.1875	14	5	"[5, 14]"	2	21.43595296	3	16	5.4	114.3250825	242.3333333	9	Cooccurring	"('PCDHA12', 'CNTNAP2')"	0.02
0.5625	FALSE	5.77E-05	COL24A1	RELN	0.1875	14	5	"[5, 14]"	2	23.39861719	3	16	5.4	124.792625	195.6666667	9	Cooccurring	"('COL24A1', 'RELN')"	0.01
0.5625	FALSE	5.77E-05	COL24A1	RIMS2	0.1875	14	5	"[5, 14]"	2	22.11601122	3	16	5.4	117.9520598	199.6666667	9	Cooccurring	"('COL24A1', 'RIMS2')"	0.01
0.5625	FALSE	5.77E-05	HECW1	RIMS2	0.1875	14	5	"[5, 14]"	2	22.63070738	3	16	5.4	120.697106	202.6666667	9	Cooccurring	"('HECW1', 'RIMS2')"	0.02
0.5625	FALSE	5.77E-05	SMARCA4	USH2A	0.1875	14	5	"[5, 14]"	2	24.15319929	3	16	5.4	128.8170629	225.6666667	9	Cooccurring	"('SMARCA4', 'USH2A')"	0.04
0.043478261	FALSE	5.86E-05	FRMPD4(D)	IDH1	0.173913043	14	13	"[13, 14]"	2	17.60048757	4	23	5.6	101.2028035	13.25	1	Cooccurring	"('FRMPD4(D)', 'IDH1')"	0.02
0.677419355	FALSE	5.98E-05	FLG	TRRAP	0.129032258	7	28	"[28, 7]"	2	25.19206592	4	31	5.7	195.2385109	197.25	21	Cooccurring	"('FLG', 'TRRAP')"	0.02
0.677419355	FALSE	5.98E-05	CELSR2	FLG	0.129032258	28	7	"[7, 28]"	2	24.18054782	4	31	5.7	187.3992456	178	21	Cooccurring	"('CELSR2', 'FLG')"	0.02
0.677419355	FALSE	5.98E-05	UBASH3A	FLG	0.129032258	28	7	"[7, 28]"	2	21.87420702	4	31	5.7	169.5251044	154	21	Cooccurring	"('UBASH3A', 'FLG')"	0.03
0.909090909	FALSE	6.44E-05	TP53	GRM8	0.064935065	6	76	"[76, 6]"	2	20.16584155	5	77	6.1	310.5539598	129.6	70	Cooccurring	"('TP53', 'GRM8')"	0.04
0.909090909	FALSE	6.44E-05	TP53	NEB	0.064935065	6	76	"[76, 6]"	2	22.73451946	5	77	6.1	350.1115997	155.6	70	Cooccurring	"('TP53', 'NEB')"	0.01
0.909090909	FALSE	6.44E-05	TP53	IGHMBP2	0.064935065	6	76	"[76, 6]"	2	20.38942637	5	77	6.1	313.9971661	177.2	70	Cooccurring	"('TP53', 'IGHMBP2')"	0.04
0.909090909	FALSE	6.44E-05	TP53	ARHGEF2	0.064935065	6	76	"[76, 6]"	2	20.18863062	5	77	6.1	310.9049116	128.2	70	Cooccurring	"('TP53', 'ARHGEF2')"	0.04
0.214285714	FALSE	6.61E-05	ZNF831	CACNA1S	0.214285714	10	7	"[7, 10]"	2	22.86905146	3	14	5.3	106.7222401	243.6666667	3	Cooccurring	"('ZNF831', 'CACNA1S')"	0.02
0.214285714	FALSE	6.61E-05	CACNA1S	CELSR2	0.214285714	7	10	"[10, 7]"	2	23.61787311	3	14	5.3	110.2167412	225.6666667	3	Cooccurring	"('CACNA1S', 'CELSR2')"	0.03
0.214285714	FALSE	6.61E-05	DMD	POM121L12	0.214285714	7	10	"[10, 7]"	2	22.15840219	3	14	5.3	103.4058769	205.3333333	3	Cooccurring	"('DMD', 'POM121L12')"	0.02
0.214285714	FALSE	6.61E-05	CACNA1S	FBN2	0.214285714	7	10	"[10, 7]"	2	23.42063233	3	14	5.3	109.2962842	243.6666667	3	Cooccurring	"('CACNA1S', 'FBN2')"	0.04
0.214285714	FALSE	6.61E-05	APOB	ACSM4	0.214285714	7	10	"[10, 7]"	2	22.07190626	3	14	5.3	103.0022292	196.6666667	3	Cooccurring	"('APOB', 'ACSM4')"	0.01
0.214285714	FALSE	6.61E-05	TRPA1	DMD	0.214285714	10	7	"[7, 10]"	2	23.42667059	3	14	5.3	109.3244627	205	3	Cooccurring	"('TRPA1', 'DMD')"	0.02
0.214285714	FALSE	6.61E-05	EP400	MYT1	0.214285714	7	10	"[10, 7]"	2	26.18344553	3	14	5.3	122.1894125	272.6666667	3	Cooccurring	"('EP400', 'MYT1')"	0.01
0.214285714	FALSE	6.61E-05	EP400	DCC	0.214285714	7	10	"[10, 7]"	2	24.1875391	3	14	5.3	112.8751824	247.3333333	3	Cooccurring	"('EP400', 'DCC')"	0.01
0.214285714	FALSE	6.61E-05	TMEM132D	TRIML1	0.214285714	7	10	"[10, 7]"	2	21.41102523	3	14	5.3	99.91811773	204.3333333	3	Cooccurring	"('TMEM132D', 'TRIML1')"	0
0.214285714	FALSE	6.61E-05	DNAH8	WBSCR17	0.214285714	7	10	"[10, 7]"	2	23.56936484	3	14	5.3	109.9903692	210.6666667	3	Cooccurring	"('DNAH8', 'WBSCR17')"	0
0.214285714	FALSE	6.61E-05	STAG2	COL4A2	0.214285714	7	10	"[10, 7]"	2	22.4390669	3	14	5.3	104.7156456	200.6666667	3	Cooccurring	"('STAG2', 'COL4A2')"	0.04
0.214285714	FALSE	6.61E-05	ZNF831	TMEM132D	0.214285714	10	7	"[7, 10]"	2	20.94858699	3	14	5.3	97.76007262	193.3333333	3	Cooccurring	"('ZNF831', 'TMEM132D')"	0.01
0.214285714	FALSE	6.61E-05	SMARCA1	EP400	0.214285714	10	7	"[7, 10]"	2	26.17808359	3	14	5.3	122.1643901	272.6666667	3	Cooccurring	"('SMARCA1', 'EP400')"	0.02
0.214285714	FALSE	6.61E-05	MED12	SLCO6A1	0.214285714	10	7	"[7, 10]"	2	21.36935135	3	14	5.3	99.72363965	196	3	Cooccurring	"('MED12', 'SLCO6A1')"	0.02
0.214285714	FALSE	6.61E-05	LAMA1	MYT1	0.214285714	7	10	"[10, 7]"	2	22.4383691	3	14	5.3	104.7123892	224	3	Cooccurring	"('LAMA1', 'MYT1')"	0.01
0.214285714	FALSE	6.61E-05	TMEM132D	AFF2	0.214285714	7	10	"[10, 7]"	2	22.40993494	3	14	5.3	104.5796964	204	3	Cooccurring	"('TMEM132D', 'AFF2')"	0.03
0.214285714	FALSE	6.61E-05	WNK2	PTPRT	0.214285714	10	7	"[7, 10]"	2	21.91524986	3	14	5.3	102.271166	194.6666667	3	Cooccurring	"('WNK2', 'PTPRT')"	0.04
0.214285714	FALSE	6.61E-05	PIK3CG	TRIML1	0.214285714	7	10	"[10, 7]"	2	21.9499715	3	14	5.3	102.4332004	247	3	Cooccurring	"('PIK3CG', 'TRIML1')"	0.04
0.214285714	FALSE	6.61E-05	UBASH3A	MEGF8	0.214285714	10	7	"[7, 10]"	2	22.76224197	3	14	5.3	106.2237959	245	3	Cooccurring	"('UBASH3A', 'MEGF8')"	0.02
0.214285714	FALSE	6.61E-05	DNAH8	TRIML1	0.214285714	7	10	"[10, 7]"	2	22.86497824	3	14	5.3	106.7032318	204.3333333	3	Cooccurring	"('DNAH8', 'TRIML1')"	0.04
0.214285714	FALSE	6.61E-05	CACNA1S	PPP1R3A	0.214285714	7	10	"[10, 7]"	2	21.65797851	3	14	5.3	101.0705664	195.6666667	3	Cooccurring	"('CACNA1S', 'PPP1R3A')"	0.01
0.214285714	FALSE	6.61E-05	SPEN	GRIN2A	0.214285714	10	7	"[7, 10]"	2	23.73493006	3	14	5.3	110.763007	202.3333333	3	Cooccurring	"('SPEN', 'GRIN2A')"	0.02
0.214285714	FALSE	6.61E-05	GRIN2A	SLC27A2	0.214285714	7	10	"[10, 7]"	2	21.48644445	3	14	5.3	100.2700741	198.3333333	3	Cooccurring	"('GRIN2A', 'SLC27A2')"	0
0.214285714	FALSE	6.61E-05	RFX6	SYNE2	0.214285714	10	7	"[7, 10]"	2	24.58441809	3	14	5.3	114.7272844	229	3	Cooccurring	"('RFX6', 'SYNE2')"	0.01
0.214285714	FALSE	6.61E-05	ADAMTS20	LAMA1	0.214285714	10	7	"[7, 10]"	2	24.2734629	3	14	5.3	113.2761602	228.3333333	3	Cooccurring	"('ADAMTS20', 'LAMA1')"	0
0.214285714	FALSE	6.61E-05	MEGF8	WBSCR17	0.214285714	7	10	"[10, 7]"	2	22.47027478	3	14	5.3	104.8612823	244.3333333	3	Cooccurring	"('MEGF8', 'WBSCR17')"	0.02
0.214285714	FALSE	6.61E-05	ANK1	CELSR1	0.214285714	7	10	"[10, 7]"	2	23.86156839	3	14	5.3	111.3539858	244.6666667	3	Cooccurring	"('ANK1', 'CELSR1')"	0.01
0.214285714	FALSE	6.61E-05	ANK1	C15orf2	0.214285714	7	10	"[10, 7]"	2	21.5107514	3	14	5.3	100.3835065	204	3	Cooccurring	"('ANK1', 'C15orf2')"	0.02
0.214285714	FALSE	6.61E-05	CDH18	ITGAM	0.214285714	7	10	"[10, 7]"	2	21.03977681	3	14	5.3	98.18562513	196.3333333	3	Cooccurring	"('CDH18', 'ITGAM')"	0.01
0.214285714	FALSE	6.61E-05	MEGF8	MLL4	0.214285714	7	10	"[10, 7]"	2	21.91829532	3	14	5.3	102.2853782	245	3	Cooccurring	"('MEGF8', 'MLL4')"	0.03
0.214285714	FALSE	6.61E-05	EP400	TRIML1	0.214285714	7	10	"[10, 7]"	2	21.86516747	3	14	5.3	102.0374482	243	3	Cooccurring	"('EP400', 'TRIML1')"	0.03
0.214285714	FALSE	6.61E-05	DPP10	GRIN2A	0.214285714	10	7	"[7, 10]"	2	21.85277099	3	14	5.3	101.979598	198.6666667	3	Cooccurring	"('DPP10', 'GRIN2A')"	0.04
0.214285714	FALSE	6.61E-05	ANK1	FBN2	0.214285714	7	10	"[10, 7]"	2	23.51526313	3	14	5.3	109.7378946	243.6666667	3	Cooccurring	"('ANK1', 'FBN2')"	0.04
0.214285714	FALSE	6.61E-05	COL22A1	EP400	0.214285714	10	7	"[7, 10]"	2	26.55507055	3	14	5.3	123.9236626	272.6666667	3	Cooccurring	"('COL22A1', 'EP400')"	0.03
0.214285714	FALSE	6.61E-05	SCN5A	EP400	0.214285714	10	7	"[7, 10]"	2	26.81312314	3	14	5.3	125.127908	272.6666667	3	Cooccurring	"('SCN5A', 'EP400')"	0.04
0.214285714	FALSE	6.61E-05	CELSR2	PIK3CG	0.214285714	10	7	"[7, 10]"	2	22.83127844	3	14	5.3	106.5459661	202.3333333	3	Cooccurring	"('CELSR2', 'PIK3CG')"	0.04
0.214285714	FALSE	6.61E-05	SLCO6A1	COL4A2	0.214285714	7	10	"[10, 7]"	2	22.42769526	3	14	5.3	104.6625779	245.3333333	3	Cooccurring	"('SLCO6A1', 'COL4A2')"	0.04
0.214285714	FALSE	6.61E-05	CACNA1S	COL14A1	0.214285714	7	10	"[10, 7]"	2	22.92137422	3	14	5.3	106.966413	225	3	Cooccurring	"('CACNA1S', 'COL14A1')"	0.03
0.214285714	FALSE	6.61E-05	APOB	ELMO1	0.214285714	7	10	"[10, 7]"	2	23.00727596	3	14	5.3	107.3672878	202	3	Cooccurring	"('APOB', 'ELMO1')"	0.02
0.214285714	FALSE	6.61E-05	DNAH8	TGM3	0.214285714	7	10	"[10, 7]"	2	22.73447883	3	14	5.3	106.0942345	201.3333333	3	Cooccurring	"('DNAH8', 'TGM3')"	0.01
0.214285714	FALSE	6.61E-05	MYT1	PIK3CG	0.214285714	10	7	"[7, 10]"	2	20.92168873	3	14	5.3	97.63454742	241.3333333	3	Cooccurring	"('MYT1', 'PIK3CG')"	0.03
0.214285714	FALSE	6.61E-05	SIPA1L3	EP400	0.214285714	10	7	"[7, 10]"	2	23.20005631	3	14	5.3	108.2669294	243	3	Cooccurring	"('SIPA1L3', 'EP400')"	0
0.36	FALSE	6.66E-05	RB1	PIK3CG	0.16	10	19	"[19, 10]"	2	20.62163124	4	25	5.6	128.8851953	188.75	9	Cooccurring	"('RB1', 'PIK3CG')"	0.04
0.4	FALSE	6.93E-05	PKHD1	TRPV6	0.2	6	12	"[12, 6]"	2	21.74875238	3	15	5.3	108.7437619	18.33333333	6	Cooccurring	"('PKHD1', 'TRPV6')"	0.01
0.4	FALSE	6.93E-05	DNAH11	UGGT1	0.2	6	12	"[12, 6]"	2	23.67334015	3	15	5.3	118.3667008	243.6666667	6	Cooccurring	"('DNAH11', 'UGGT1')"	0.03
0.4	FALSE	6.93E-05	DNAH11	PRPF6	0.2	6	12	"[12, 6]"	2	23.66605116	3	15	5.3	118.3302558	245.3333333	6	Cooccurring	"('DNAH11', 'PRPF6')"	0.02
0.4	FALSE	6.93E-05	PKHD1	CD163L1	0.2	6	12	"[12, 6]"	2	22.51147841	3	15	5.3	112.557392	194.3333333	6	Cooccurring	"('PKHD1', 'CD163L1')"	0.03
0.4	FALSE	6.93E-05	PLXND1	KEL	0.2	12	6	"[6, 12]"	2	21.20633814	3	15	5.3	106.0316907	197.6666667	6	Cooccurring	"('PLXND1', 'KEL')"	0.02
0.4	FALSE	6.93E-05	BSN	"MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)"	0.2	12	6	"[6, 12]"	2	20.40344144	3	15	5.3	102.0172072	13.66666667	6	Cooccurring	"('BSN', 'MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)')"	0.02
0.4	FALSE	6.93E-05	FLNC	DNAH11	0.2	12	6	"[6, 12]"	2	24.11770428	3	15	5.3	120.5885214	243.3333333	6	Cooccurring	"('FLNC', 'DNAH11')"	0.03
0.4	FALSE	6.93E-05	PTPRS	DNAH11	0.2	12	6	"[6, 12]"	2	27.10438297	3	15	5.3	135.5219148	272.6666667	6	Cooccurring	"('PTPRS', 'DNAH11')"	0.03
0.4	FALSE	6.93E-05	ANO6(A)	DNAH9	0.2	12	6	"[6, 12]"	2	21.28709308	3	15	5.3	106.4354654	25	6	Cooccurring	"('ANO6(A)', 'DNAH9')"	0.01
0.4	FALSE	6.93E-05	DOCK8	DNAH11	0.2	12	6	"[6, 12]"	2	27.19911771	3	15	5.3	135.9955885	272.6666667	6	Cooccurring	"('DOCK8', 'DNAH11')"	0.04
0.4	FALSE	6.93E-05	DOCK1	DNAH11	0.2	12	6	"[6, 12]"	2	27.06086365	3	15	5.3	135.3043182	272.6666667	6	Cooccurring	"('DOCK1', 'DNAH11')"	0.02
0.4	FALSE	6.93E-05	C12orf35	DNAH11	0.2	12	6	"[6, 12]"	2	25.18063017	3	15	5.3	125.9031509	272.6666667	6	Cooccurring	"('C12orf35', 'DNAH11')"	0.01
0.4	FALSE	6.93E-05	CROCC	DNAH11	0.2	12	6	"[6, 12]"	2	27.13917347	3	15	5.3	135.6958673	272.6666667	6	Cooccurring	"('CROCC', 'DNAH11')"	0.03
0.4	FALSE	6.93E-05	IGHMBP2	DNAH11	0.2	12	6	"[6, 12]"	2	26.43104847	3	15	5.3	132.1552424	272.6666667	6	Cooccurring	"('IGHMBP2', 'DNAH11')"	0.03
