ID	Gene0	Gene1	Gene2	TripletType	AverageCoverage	AverageSetScore	AverageCooccurrenceRatio	AverageCombinedScore	AverageTotalEdgeBetweennessCentrality	AverageAverageNodeClosenessCentrality	AverageAverageNodeClusteringCoefficient	AverageRoundedLogPCov	TripletScore	01Type	02Type	12Type	01Concordance	02Concordance	12Concordance	Somatic	Probability	Overlap	Coverage	CooccurrenceRatio
5504	ZMYM3	PTPN11	MDM4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	36	21.572020277433502	0.08333333333333333	86.28808110973401	0	0	0	3.1333333333333333	27.53874929034064	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.1028170875407833e-05	0	53	0.0
5547	PTEN	SKIV2L	SLIT3	CooccurringMutuallyExclusiveMutuallyExclusive	60	22.444182736445534	0.10644007155635064	72.94359389344798	0	0	0	3.933333333333333	18.544981498334234	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.5151914679355888e-07	0	88	0.0
5549	SKIV2L	SLIT3	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	22.444182736445534	0.11542531542531544	72.94359389344798	0	0	0	4.033333333333334	18.08518856862346	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.5934749137965759e-07	0	182	0.0
5557	CHL1	CDK4(A)	C9orf150	CooccurringMutuallyExclusiveMutuallyExclusive	43	19.10216796897162	0.0909090909090909	70.04128255289595	0	0	0	3.3000000000000003	21.224631076635134	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.08841141778944e-06	0	64	0.0
5558	LRP2	TMEM132D	TP53(D)	CooccurringMutuallyExclusiveMutuallyExclusive	33	22.666507644942136	0.05128205128205129	147.33229969212388	0	0	0	3.0	49.11076656404129	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.2201868821599163e-05	0	48	0.0
5559	ATP2B3	DOCK1	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.713432313732195	0.11363636363636363	77.1402969411966	0	0	0	3.666666666666666	21.03826280214453	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.420078910628363e-06	0	135	0.0
5560	C12orf35	ATP2B3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	23.833198837445366	0.1111111111111111	71.4995965123361	0	0	0	3.766666666666666	18.98219376433702	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.1792907378728827e-07	0	136	0.0
5561	ATP2B3	EGFR(A)	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	98	25.015988671138743	0.05727487642381259	183.45058358835078	0	0	0	3.233333333333334	56.737293893304354	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	8.3317432466218451e-05	0	144	0.0
5564	ATP2B3	EGFR(A)	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	92	25.204748018407546	0.10250626566416039	84.01582672802516	0	0	0	3.6333333333333333	23.123622035236284	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.2300188535899774e-06	0	136	0.0
5565	ATP2B3	C7	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	24.920032426920862	0.125	66.4534198051223	0	0	0	3.8333333333333335	17.335674731771032	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.7699720641024413e-07	0	135	0.0
5566	ATP2B3	EGFR(A)	C2orf55	CooccurringMutuallyExclusiveMutuallyExclusive	91	23.833198837445366	0.125	63.55519689985431	0	0	0	3.8333333333333335	16.57961658257069	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.7699720641022566e-07	0	135	0.0
5567	MAP1B	ATP2B3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	23.526633911931064	0.11363636363636363	70.5799017357932	0	0	0	3.6666666666666665	19.249064109761783	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.420078910628363e-06	0	135	0.0
5570	ATP2B3	CELSR3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	93	26.2874893346248	0.0909090909090909	96.38746089362428	0	0	0	3.733333333333333	25.81806988222079	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.1610157306924559e-06	0	138	0.0
5572	ATP2B3	EGFR(A)	PCNT	CooccurringMutuallyExclusiveMutuallyExclusive	91	26.294707411076278	0.125	70.11921976287007	0	0	0	3.8333333333333335	18.291970372922627	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.7699720641024408e-07	0	135	0.0
5573	ATP2B3	PTPRS	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.756951631832464	0.11363636363636363	77.2708548954974	0	0	0	3.6666666666666665	21.073869516953835	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.420078910628363e-06	0	135	0.0
5575	ATP2B3	FHOD3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.573911499839497	0.125	68.19709733290533	0	0	0	3.8333333333333335	17.79054713032313	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.7699720641024408e-07	0	135	0.0
5576	ATP2B3	TP53	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	131	19.933534437227568	0.05678173929447274	252.49143620488255	0	0	0	4.233333333333333	59.64364634761005	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.2477294860482331e-07	0	186	0.0
5579	ATP2B3	SCN5A	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.834425625018827	0.10505050505050505	86.1147520833961	0	0	0	3.5999999999999996	23.92076446761003	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.0955286224206206e-06	0	135	0.0
5586	SPEN	RERE	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.959073803586783	0.11479435236341314	71.87722141076036	0	0	0	3.8333333333333335	18.750579498459224	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.0565836116221706e-06	0	183	0.0
5587	SPEN	NLRP7	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	23.863661530330173	0.09254143646408841	95.45464612132069	0	0	0	3.433333333333333	27.80232411300603	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.1369364478594548e-05	0	183	0.0
5589	SPEN	CDKN2A(D)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	125	25.168421026586124	0.09067957824863904	100.6736841063445	0	0	0	3.466666666666667	29.040485799907064	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.653178737347984e-05	0	184	0.0
5591	SPEN	CDKN2A(D)	MSH6	CooccurringMutuallyExclusiveMutuallyExclusive	123	25.746676942478796	0.11664620421526499	77.2400308274364	0	0	0	3.6666666666666665	21.0654629529372	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.7816180795775856e-06	0	182	0.0
5595	SPEN	C12orf35	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	124	23.740555537096917	0.10368324125230204	79.1351851236564	0	0	0	3.8000000000000003	20.82504871675168	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.585591750592212e-06	0	184	0.0
5596	SPEN	EVPL	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	25.70699620858496	0.08424930542492358	111.39698357053483	0	0	0	3.4333333333333336	32.44572337005869	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.1959519795554311e-05	0	185	0.0
5603	FHOD3	CELSR3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	26.611348901751352	0.09999999999999999	88.70449633917117	0	0	0	3.766666666666667	23.549866284735707	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.0982662686672751e-07	0	137	0.0
5641	PTEN	ZNF599	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	56	25.546051916127663	0.08333333333333333	102.18420766451065	0	0	0	2.9	35.235933677417464	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00012529143910664111	0	84	0.0
5665	SPEG	MEGF8	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	38	23.15206415560991	0.09523809523809523	81.03222454463469	0	0	0	3.6333333333333333	22.30244712237652	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.4756030588682906e-07	0	55	0.0
5666	SPEG	MYH13	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	35	23.37363980619295	0.0909090909090909	85.70334595604083	0	0	0	3.1666666666666665	27.06421451243395	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.8267264766566867e-06	0	52	0.0
5667	SPEG	PLEC	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	37	24.719993544583968	0.07692307692307693	107.11997202653052	0	0	0	3.066666666666667	34.930425660825165	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.9261365178695945e-05	0	54	0.0
5671	MYCNOS,MYCN(A)	CDKN2A(D)	TP53	CooccurringMutuallyExclusiveMutuallyExclusive	160	16.717443588136263	0.08045408045408046	186.2800856963755	0	0	0	4.0	46.57002142409387	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.909157783357319e-06	2	223	0.008968609865470852
5672	RERE	CDKN2A(D)	TP53	CooccurringMutuallyExclusiveMutuallyExclusive	159	20.473903144024124	0.06697486960644855	311.2033277891667	0	0	0	4.0	77.80083194729167	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.8593887084288784e-06	0	222	0.0
5673	FHOD3	CDKN2A(D)	TP53	CooccurringMutuallyExclusiveMutuallyExclusive	159	21.39906411702568	0.06697486960644855	325.26577457879034	0	0	0	4.0	81.31644364469759	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.8593887084288784e-06	0	222	0.0
5678	CDKN2A(D)	TP53	C15orf2	CooccurringMutuallyExclusiveMutuallyExclusive	160	18.89689247511248	0.07009580766486843	294.7915226117547	0	0	0	3.433333333333333	85.86160852769555	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00015861471592117828	1	223	0.004484304932735426
5679	CDKN2A(D)	TP53	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	166	17.84893997138543	0.09390417202917205	136.3009961451251	0	0	0	4.5	30.28911025447225	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.6141413238134713e-08	1	228	0.0043859649122807015
5682	EVPL	CDKN2A(D)	TP53	CooccurringMutuallyExclusiveMutuallyExclusive	161	20.05456609120095	0.0786025622091196	223.46516501623915	0	0	0	4.066666666666666	54.9504504138293	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.1180902464955165e-06	1	223	0.004484304932735426
5684	CDKN2A(D)	TP53	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	204	15.768992400321913	0.23246892366842256	33.488787984188804	0	0	0	16.799999999999997	1.9933802371540958	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.6362207357791617e-44	7	242	0.028925619834710745
5685	CDKN2A(D)	TP53	C2orf55	CooccurringMutuallyExclusiveMutuallyExclusive	159	18.27375973349341	0.06882672145830042	277.76114794909984	0	0	0	3.8333333333333335	72.45942989976517	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	7.5277784364783291e-06	1	222	0.0045045045045045045
5686	MYO15A	ATP13A2	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	127	22.91334426163494	0.07342961806389624	122.20450272871967	0	0	0	3.266666666666667	37.40954165164887	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.8880415068067024e-05	1	187	0.0053475935828877
5688	TPTE2	ZDBF2	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	20.674683106642515	0.10250626566416039	68.91561035547505	0	0	0	3.6333333333333333	18.96759918040598	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.2300188535897877e-06	0	136	0.0
5690	TPTE2	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	112	16.259870659447866	0.0776255707762557	69.82179753762908	0	0	0	7.066666666666667	9.8804430477777	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	6.5528549968485585e-16	0	152	0.0
5694	PTEN	ATP2B3	HECW1	CooccurringMutuallyExclusiveMutuallyExclusive	57	26.711550205373413	0.07407407407407407	120.20197592418036	0	0	0	2.866666666666667	41.930921834016395	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00016746323267343837	0	85	0.0
5700	FHOD3	CROCC	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	26.11560170036501	0.1287037037037037	69.6416045343067	0	0	0	3.8666666666666667	18.01075979335518	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.6148321197512563e-07	0	182	0.0
5702	CDKN2A(D)	ADCY1	CROCC	CooccurringMutuallyExclusiveMutuallyExclusive	124	25.802754527460085	0.09827579827579826	94.61009993402031	0	0	0	3.5	27.031457124005804	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.0382623786751727e-05	0	183	0.0
5705	CDKN2A(D)	CROCC	ANO2	CooccurringMutuallyExclusiveMutuallyExclusive	124	23.056421570842684	0.0944035195416411	92.22568628337073	0	0	0	3.4333333333333336	26.8618503737973	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.1449393571191846e-05	1	183	0.00546448087431694
5707	CDKN2A(D)	EP400	CROCC	CooccurringMutuallyExclusiveMutuallyExclusive	125	26.770439643809993	0.08424996903257774	116.00523845650997	0	0	0	3.4333333333333336	33.78793353102232	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.7280405490404878e-05	0	185	0.0
5709	C12orf35	CDKN2A(D)	CROCC	CooccurringMutuallyExclusiveMutuallyExclusive	123	24.374889037970878	0.11481481481481481	73.12466711391264	0	0	0	3.7999999999999994	19.243333451029645	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	9.9371878187862998e-07	0	183	0.0
5711	SCN5A	CROCC	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	26.37611582554434	0.10738694495600572	87.9203860851478	0	0	0	3.566666666666667	24.650575537891903	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.2239998026148279e-06	0	182	0.0
5726	ATP10B	AHNAK	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	26.750041273245806	0.0908337102366953	107.00016509298322	0	0	0	3.4	31.47063679205389	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.5216272622101824e-05	0	136	0.0
5739	LAMA1	PTPN11	RB1(D)	CooccurringMutuallyExclusiveMutuallyExclusive	33	21.588498898320793	0.07692307692307693	93.55016189272344	0	0	0	3.033333333333333	30.840712711886848	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.7051450347786074e-05	0	48	0.0
5754	CDKN2A(D)	PLEC	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	125	26.691785760791337	0.08611094246453362	115.66440496342912	0	0	0	3.3666666666666667	34.3557638505235	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.0648223609227389e-05	0	184	0.0
5802	MAST2	SYNE2	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	45	25.8924667777027	0.07692307692307693	112.20068937004503	0	0	0	3.1999999999999997	35.06271542813907	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.110230134854712e-05	0	66	0.0
5834	FAT2	MYH7B	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	38	23.233435554403854	0.06666666666666667	116.16717777201927	0	0	0	3.033333333333333	38.29687179297339	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.125454480916652e-05	0	56	0.0
5853	PTEN(D)	LRRK2	PIK3R1	CooccurringMutuallyExclusiveMutuallyExclusive	41	22.220750794840118	0.05263157894736842	140.7314217006541	0	0	0	3.0666666666666664	45.89068098934373	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.9044130588323621e-05	0	60	0.0
5857	TPTE2	ZDBF2	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	43	20.674683106642515	0.09999999999999999	68.91561035547505	0	0	0	3.3333333333333335	20.674683106642515	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.124302103179312e-06	0	63	0.0
5859	SIPA1L3	ODZ3	MDM4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	35	21.15438709332764	0.0909090909090909	77.56608600886801	0	0	0	3.1999999999999997	24.239401877771257	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.5522273365473553e-06	0	52	0.0
5863	CDKN2A(D)	RB1	PIK3CG	CooccurringMutuallyExclusiveMutuallyExclusive	133	20.621631240971237	0.065867673992674	128.88519525607023	0	0	0	3.5666666666666664	36.13603605310381	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.7137433141335294e-05	0	194	0.0
5869	SMC1A	TMEM132D	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	37	20.92485179602183	0.07692307692307693	90.67435778276126	0	0	0	3.1	29.249792833148792	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.4797857245179751e-05	0	54	0.0
5885	PCDHA2	ATP10B	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	24.931782262123672	0.11851851851851852	74.79534678637103	0	0	0	3.5666666666666664	20.970657977487207	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.5274102122862237e-06	0	181	0.0
5894	FRMPD4(D)	FLG	HYDIN	CooccurringMutuallyExclusiveMutuallyExclusive	39	23.600149155797613	0.07317073170731707	107.51179059863357	0	0	0	4.266666666666667	25.198075921554743	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	7.3348237061135472e-09	0	54	0.0
5910	RERE	FHOD3	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	24.63548032041597	0.14285714285714285	57.48278741430393	0	0	0	4.133333333333333	13.907125987331597	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	9.6545268256562602e-08	0	183	0.0
5912	RERE	CDKN2A(D)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	124	24.322633147511045	0.10366300366300367	81.07544382503681	0	0	0	3.766666666666667	21.52445411284163	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.520165170373997e-06	0	184	0.0
5915	RERE	KIAA0649	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	24.468664722362444	0.08518518518518518	97.87465888944978	0	0	0	3.1999999999999997	30.585830902953056	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.0492720341437374e-05	0	183	0.0
5916	RERE	CDKN2A(D)	IGHMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	123	24.145185959557953	0.1287037037037037	64.3871625588212	0	0	0	3.8666666666666667	16.651852385902036	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.6148321197512563e-07	0	182	0.0
5917	RERE	CDKN2A(D)	MAP3K15	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.118009382509968	0.08518518518518518	92.47203753003987	0	0	0	3.1999999999999997	28.897511728137463	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.0492720341431093e-05	0	183	0.0
5918	RERE	EVPL	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	125	24.861208329509882	0.09455207815863553	91.15776387486957	0	0	0	3.766666666666667	24.20117624996537	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.0235302149865629e-06	0	185	0.0
5919	RERE	C12orf35	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.894767658021838	0.125	61.0527137547249	0	0	0	4.1000000000000005	14.890905793835339	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.4518858703225499e-07	0	184	0.0
5920	RERE	CDKN2A(D)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	173	15.768992400321913	0.156957928802589	33.488787984188804	0	0	0	17.066666666666666	1.9622336709485628	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.7043863937185927e-45	0	211	0.0
5970	NLRP7	CDKN2A(D)	IGHMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	124	23.827232636304625	0.10013765649124766	87.3665196664503	0	0	0	3.4666666666666663	25.20188067301451	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.3420815724931557e-05	0	182	0.0
5981	FRYL	CDKN2A(D)	EP400	CooccurringMutuallyExclusiveMutuallyExclusive	126	23.71324738270014	0.07581471695091681	118.56623691350069	0	0	0	3.3333333333333335	35.569871074050205	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.0794796732058199e-05	0	186	0.0
5988	SIPA1L3	CDKN2A(D)	EP400	CooccurringMutuallyExclusiveMutuallyExclusive	126	23.20005630505444	0.07873500108667054	108.26692942358738	0	0	0	3.4	31.843214536349233	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.7456823717091921e-05	0	186	0.0
5990	CDKN2A(D)	EP400	C2orf55	CooccurringMutuallyExclusiveMutuallyExclusive	125	24.8118963480169	0.0888083735909823	99.2475853920676	0	0	0	3.5666666666666664	27.82642581086008	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	6.6749390490579404e-06	0	185	0.0
5991	SP1	CDKN2A(D)	EP400	CooccurringMutuallyExclusiveMutuallyExclusive	125	23.418796575324265	0.0888083735909823	93.67518630129706	0	0	0	3.5666666666666664	26.26407092559731	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.6749390490586315e-06	1	186	0.005376344086021506
5993	IGHMBP2	CDKN2A(D)	EP400	CooccurringMutuallyExclusiveMutuallyExclusive	125	26.062314649553013	0.08424996903257774	112.93669681472971	0	0	0	3.4333333333333336	32.89418353827079	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.7280405490404878e-05	0	185	0.0
5994	EVPL	CDKN2A(D)	EP400	CooccurringMutuallyExclusiveMutuallyExclusive	127	24.420641983023017	0.06976617565534173	130.24342390945608	0	0	0	3.3333333333333335	39.073027172836824	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.2032594915242211e-05	0	188	0.0
5999	CDKN2A(D)	EP400	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	127	26.23976183750611	0.07395285873546743	131.19880918753054	0	0	0	3.366666666666667	38.96994332302887	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.9295917297618346e-05	0	187	0.0
6002	CDKN2A(D)	EP400	SCN5A	CooccurringMutuallyExclusiveMutuallyExclusive	126	26.813123135590363	0.07873500108667054	125.12790796608837	0	0	0	3.4	36.80232587237894	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.7456823717090274e-05	0	186	0.0
6010	EVPL	CDKN2A(D)	ESPL1	CooccurringMutuallyExclusiveMutuallyExclusive	125	26.05260970232143	0.08881794120902897	104.21043880928572	0	0	0	3.5666666666666664	29.217880039986653	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	8.9781707412121431e-06	0	185	0.0
6042	ASPM	SPHKAP	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	23.17180586386222	0.15553509310415387	52.13656319369	0	0	0	4.333333333333333	12.031514583159233	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.0446619234155564e-08	1	182	0.005494505494505495
6053	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	EGFR(A)	FLG	CooccurringMutuallyExclusiveMutuallyExclusive	122	16.259870659447866	0.11590904655973149	69.82179753762908	0	0	0	6.933333333333334	10.070451567927272	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.8642974143207447e-15	2	162	0.012345679012345678
6054	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	TRRAP	FLG	CooccurringMutuallyExclusiveMutuallyExclusive	56	25.19206592203346	0.05583126550868486	195.23851089575933	0	0	0	3.233333333333333	60.38304460693588	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.9886093543988736e-05	0	81	0.0
6075	C7	CDK4(A)	ADAMTS3	CooccurringMutuallyExclusiveMutuallyExclusive	41	23.16970659758871	0.125	61.785884260236564	0	0	0	3.4333333333333336	17.995888619486376	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.3837728119703046e-06	0	61	0.0
6083	FRMPD4(D)	IDH1	MDM2(A)	CooccurringMutuallyExclusiveMutuallyExclusive	32	17.60048757288673	0.057971014492753624	101.20280354409871	0	0	0	3.033333333333333	33.36356160794463	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.415006279222234e-05	0	46	0.0
6085	FRMPD4(D)	MDM2(A)	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	52	16.88085712006829	0.12417582417582418	47.266399936191206	0	0	0	8.833333333333334	5.350913200323532	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.5722521837719025e-22	0	68	0.0
6089	PTEN	SPAM1	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	57	22.858164453455746	0.07407407407407407	102.86174004055087	0	0	0	2.866666666666667	35.882002339727045	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00016746323267343837	0	85	0.0
6095	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CHD5	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	45	22.778673265841444	0.07692307692307693	98.70758415197959	0	0	0	3.2000000000000006	30.846120047493617	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.4452682335861663e-05	0	66	0.0
6111	CIITA	CDK4(A)	MYT1	CooccurringMutuallyExclusiveMutuallyExclusive	42	21.518767740109645	0.1111111111111111	64.55630322032894	0	0	0	3.3666666666666667	19.175139570394734	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.2368856238498233e-06	0	62	0.0
6151	ABCA13	CDKN2A(D)	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	131	23.154543185468643	0.05467923280423281	162.0818022982805	0	0	0	3.433333333333333	47.208291931538014	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.7080601741966813e-05	0	193	0.0
6154	CDKN2A(D)	EGFR(A)	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	179	15.768992400321913	0.1739865931051895	33.488787984188804	0	0	0	16.933333333333334	1.9776843297749294	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.3029134869051805e-45	1	218	0.0045871559633027525
